Time, 0.0, Pos_X, 0.0, Pos_Y, 0.0, Pos_Z, 0.0 
Time, 0.0, Pos_X, 0.0, Pos_Y, 0.0, Pos_Z, 0.0 
Time, 0.002, Pos_X, -6.555527343208591e-10, Pos_Y, -2.0747735986076107e-10, Pos_Z, -1.5301522417653116e-10 
Time, 0.004, Pos_X, -5.8057043329292e-09, Pos_Y, -1.9097839396076316e-09, Pos_Z, -1.52893622217523e-09 
Time, 0.006, Pos_X, -2.5759334891271456e-08, Pos_Y, -8.830747312504212e-09, Pos_Z, -7.56124945255924e-09 
Time, 0.008, Pos_X, -8.13999374006593e-08, Pos_Y, -2.904248265369757e-08, Pos_Z, -2.6088107128618227e-08 
Time, 0.01, Pos_X, -2.0904292362739644e-07, Pos_Y, -7.744052809016898e-08, Pos_Z, -7.18465170124126e-08 
Time, 0.012, Pos_X, -4.6588204359426756e-07, Pos_Y, -1.7872975877178464e-07, Pos_Z, -1.6922968618771707e-07 
Time, 0.014, Pos_X, -9.35757731785664e-07, Pos_Y, -3.708216994096812e-07, Pos_Z, -3.5506735371182827e-07 
Time, 0.016, Pos_X, -1.7348940932461784e-06, Pos_Y, -7.085024069698308e-07, Pos_Z, -6.811325886839753e-07 
Time, 0.018, Pos_X, -3.0171884406229246e-06, Pos_Y, -1.2671755028861108e-06, Pos_Z, -1.2160138549803673e-06 
Time, 0.02, Pos_X, -4.978581850741471e-06, Pos_Y, -2.1464238303382704e-06, Pos_Z, -2.0459371276999837e-06 
Time, 0.022, Pos_X, -7.860020256894851e-06, Pos_Y, -3.473087852128281e-06, Pos_Z, -3.2741442529359254e-06 
Time, 0.024, Pos_X, -1.1948573340461577e-05, Pos_Y, -5.40354128537485e-06, Pos_Z, -5.018549905328098e-06 
Time, 0.026, Pos_X, -1.7576384503028652e-05, Pos_Y, -8.124847403854724e-06, Pos_Z, -7.407561315026452e-06 
Time, 0.028, Pos_X, -2.511730351732677e-05, Pos_Y, -1.1854539392452512e-05, Pos_Z, -1.0574127874160128e-05 
Time, 0.03, Pos_X, -3.498126446851335e-05, Pos_Y, -1.683891360552964e-05, Pos_Z, -1.464825781775386e-05 
Time, 0.032, Pos_X, -4.760667572810191e-05, Pos_Y, -2.334987181853106e-05, Pos_Z, -1.9748377787440265e-05 
Time, 0.034, Pos_X, -6.345128716145218e-05, Pos_Y, -3.168046869915468e-05, Pos_Z, -2.5972006800081126e-05 
Time, 0.036, Pos_X, -8.298214614160104e-05, Pos_Y, -4.2139442521801284e-05, Pos_Z, -3.3386276816551894e-05 
Time, 0.038, Pos_X, -0.00010666531839625542, Pos_Y, -5.5045060147777315e-05, Pos_Z, -4.201885014527969e-05 
Time, 0.04, Pos_X, -0.0001349560362678067, Pos_Y, -7.071863325654201e-05, Pos_Z, -5.184977738649214e-05 
Time, 0.042, Pos_X, -0.0001682898466762846, Pos_Y, -8.947807493919881e-05, Pos_Z, -6.280477228216781e-05 
Time, 0.044, Pos_X, -0.00020707516471670076, Pos_Y, -0.00011163181976731417, Pos_Z, -7.47502398340855e-05 
Time, 0.046, Pos_X, -0.00025168749641836795, Pos_Y, -0.00013747336683752858, Pos_Z, -8.74902501716602e-05 
Time, 0.048, Pos_X, -0.0003024653982605859, Pos_Y, -0.00016727661123162814, Pos_Z, -0.00010076550270206543 
Time, 0.05, Pos_X, -0.00035970807672691023, Pos_Y, -0.00020129205835550792, Pos_Z, -0.00011425419273827825 
Time, 0.052, Pos_X, -0.000423674467069197, Pos_Y, -0.00023974395129038037, Pos_Z, -0.00012757453857678967 
Time, 0.054, Pos_X, -0.0004945835383759462, Pos_Y, -0.00028282825883255017, Pos_Z, -0.0001402886795051286 
Time, 0.056, Pos_X, -0.0005726157471401928, Pos_Y, -0.00033071144928958755, Pos_Z, -0.0001519076601160531 
Time, 0.058, Pos_X, -0.0006579149913135026, Pos_Y, -0.0003835298532224171, Pos_Z, -0.00016189720805303824 
Time, 0.06, Pos_X, -0.0007505905730434769, Pos_Y, -0.00044138942133911587, Pos_Z, -0.00016968406861844835 
Time, 0.062, Pos_X, -0.0008507193461475444, Pos_Y, -0.0005043657966610107, Pos_Z, -0.0001746626537693331 
Time, 0.064, Pos_X, -0.0009583478809571888, Pos_Y, -0.0005725046013165682, Pos_Z, -0.00017620184339070302 
Time, 0.066, Pos_X, -0.001073494510391449, Pos_Y, -0.0006458217987113292, Pos_Z, -0.00017365187401221653 
Time, 0.068, Pos_X, -0.0011961511386517738, Pos_Y, -0.000724303984842569, Pos_Z, -0.00016635122873914722 
Time, 0.07, Pos_X, -0.0013262847775162906, Pos_Y, -0.0008079085776856859, Pos_Z, -0.00015363346687052303 
Time, 0.072, Pos_X, -0.0014638388261802263, Pos_Y, -0.000896563971529284, Pos_Z, -0.00013483391004405943 
Time, 0.074, Pos_X, -0.0016087340722820969, Pos_Y, -0.000990169764343857, Pos_Z, -0.00010929606363441479 
Time, 0.076, Pos_X, -0.001760869454675785, Pos_Y, -0.0010885971256727653, Pos_Z, -7.637775994328021e-05 
Time, 0.078, Pos_X, -0.001920122656205207, Pos_Y, -0.0011916892909683095, Pos_Z, -3.545701085564658e-05 
Time, 0.08, Pos_X, -0.002086350538127414, Pos_Y, -0.0012992621220148102, Pos_Z, 1.4062485438854128e-05 
Time, 0.082, Pos_X, -0.0022593894040610243, Pos_Y, -0.001411104687260884, Pos_Z, 7.274628402279512e-05 
Time, 0.084, Pos_X, -0.00243905514204666, Pos_Y, -0.0015269799598199437, Pos_Z, 0.00014112466158431818 
Time, 0.086, Pos_X, -0.0026251432546988795, Pos_Y, -0.001646625689141243, Pos_Z, 0.0002196886393842149 
Time, 0.088, Pos_X, -0.002817428774285483, Pos_Y, -0.001769755438643653, Pos_Z, 0.00030888660657869615 
Time, 0.09, Pos_X, -0.003015666113972539, Pos_Y, -0.001896059755678325, Pos_Z, 0.00040912157741383287 
Time, 0.092, Pos_X, -0.0032195888810547923, Pos_Y, -0.00202520740321503, Pos_Z, 0.0005207490814910943 
Time, 0.094, Pos_X, -0.003428909714428081, Pos_Y, -0.0021568466516511107, Pos_Z, 0.0006440756245889235 
Time, 0.096, Pos_X, -0.003643320169963558, Pos_Y, -0.002290606652454278, Pos_Z, 0.0007793576581564835 
Time, 0.098, Pos_X, -0.0038624906804301494, Pos_Y, -0.0024260989879172266, Pos_Z, 0.0009268009814680083 
Time, 0.1, Pos_X, -0.004086070600379704, Pos_Y, -0.002562919431238898, Pos_Z, 0.0010865605699120718 
Time, 0.102, Pos_X, -0.004313688304981395, Pos_Y, -0.002700649857998248, Pos_Z, 0.0012587407648643584 
Time, 0.104, Pos_X, -0.004544951366944322, Pos_Y, -0.002838860241149063, Pos_Z, 0.0014433956977092674 
Time, 0.106, Pos_X, -0.004779446845808221, Pos_Y, -0.002977110651628641, Pos_Z, 0.0016405298958077554 
Time, 0.108, Pos_X, -0.00501674167042273, Pos_Y, -0.003114953234429341, Pos_Z, 0.0018500989559804945 
Time, 0.11, Pos_X, -0.0052563831349073265, Pos_Y, -0.003251934263818889, Pos_Z, 0.0020720102231061178 
Time, 0.112, Pos_X, -0.005497899595510926, Pos_Y, -0.003387596285384344, Pos_Z, 0.0023061235268722084 
Time, 0.114, Pos_X, -0.005740801385421337, Pos_Y, -0.0035214801914059553, Pos_Z, 0.0025522519795688797 
Time, 0.116, Pos_X, -0.0059845818813729235, Pos_Y, -0.0036531272617104905, Pos_Z, 0.0028101626514169123 
Time, 0.118, Pos_X, -0.006228718754389273, Pos_Y, -0.003782081346540339, Pos_Z, 0.0030795770638202915 
