Time, 0.0, Pos_X, 0.0, Pos_Y, 0.0, Pos_Z, 0.0 
Time, 0.0, Pos_X, 0.0, Pos_Y, 0.0, Pos_Z, 0.0 
Time, 0.002, Pos_X, -3.847459505945618e-09, Pos_Y, -1.4386176279839223e-09, Pos_Z, -8.644667253210359e-09 
Time, 0.004, Pos_X, -3.226184235728649e-08, Pos_Y, -1.201504668524653e-08, Pos_Z, -7.304007556305989e-08 
Time, 0.006, Pos_X, -1.3463958497612402e-07, Pos_Y, -4.990705039185537e-08, Pos_Z, -3.075102504552862e-07 
Time, 0.008, Pos_X, -3.998292537954731e-07, Pos_Y, -1.474592196180404e-07, Pos_Z, -9.216254913311639e-07 
Time, 0.01, Pos_X, -9.65456642739322e-07, Pos_Y, -3.5419010409427586e-07, Pos_Z, -2.2464301556445544e-06 
Time, 0.012, Pos_X, -2.025249495722042e-06, Pos_Y, -7.389241389196312e-07, Pos_Z, -4.757392821984297e-06 
Time, 0.014, Pos_X, -3.8337387187765855e-06, Pos_Y, -1.3908419170257365e-06, Pos_Z, -9.092277016574009e-06 
Time, 0.016, Pos_X, -6.707716289670625e-06, Pos_Y, -2.419263668843656e-06, Pos_Z, -1.6061958235250534e-05 
Time, 0.018, Pos_X, -1.1023937072338197e-05, Pos_Y, -3.952037882918462e-06, Pos_Z, -2.6652274024647037e-05 
Time, 0.02, Pos_X, -1.7212758045373533e-05, Pos_Y, -6.132504596711394e-06, Pos_Z, -4.20153467948166e-05 
Time, 0.022, Pos_X, -2.5747672144551073e-05, Pos_Y, -9.115105308113112e-06, Pos_Z, -6.34494983014477e-05 
Time, 0.024, Pos_X, -3.713108558280577e-05, Pos_Y, -1.3059849293256968e-05, Pos_Z, -9.236781557493779e-05 
Time, 0.026, Pos_X, -5.1877142688275134e-05, Pos_Y, -1.8126033745141656e-05, Pos_Z, -0.0001302564711960888 
Time, 0.028, Pos_X, -7.049265109676677e-05, Pos_Y, -2.4465642532633812e-05, Pos_Z, -0.00017862511649711612 
Time, 0.03, Pos_X, -9.345744552863719e-05, Pos_Y, -3.221689803263713e-05, Pos_Z, -0.0002389527631471895 
Time, 0.032, Pos_X, -0.00012120573821422627, Pos_Y, -4.1498546403907696e-05, Pos_Z, -0.00031263294943680985 
Time, 0.034, Pos_X, -0.00015410974400744057, Pos_Y, -5.240530338281553e-05, Pos_Z, -0.00040092194520605106 
Time, 0.036, Pos_X, -0.00019246670464999867, Pos_Y, -6.500480719799873e-05, Pos_Z, -0.0005048936047594819 
Time, 0.038, Pos_X, -0.0002364901952559678, Pos_Y, -7.93362990075817e-05, Pos_Z, -0.0006254039269659022 
Time, 0.04, Pos_X, -0.0002863059993749208, Pos_Y, -9.541100861382604e-05, Pos_Z, -0.0007630674044089631 
Time, 0.042, Pos_X, -0.00034195239638847274, Pos_Y, -0.00011321411957580847, Pos_Z, -0.0009182460315581243 
Time, 0.044, Pos_X, -0.0004033843756882691, Pos_Y, -0.0001327080526673586, Pos_Z, -0.0010910505815224863 
Time, 0.046, Pos_X, -0.0004704809873287625, Pos_Y, -0.0001538366651413453, Pos_Z, -0.0012813527460317751 
Time, 0.048, Pos_X, -0.0005430548805586446, Pos_Y, -0.0001765299404939153, Pos_Z, -0.0014888060670331087 
Time, 0.05, Pos_X, -0.0006208630816020474, Pos_Y, -0.0002007087972286158, Pos_Z, -0.0017128732396202173 
Time, 0.052, Pos_X, -0.0007036181478463989, Pos_Y, -0.00022628972226542468, Pos_Z, -0.0019528573282684624 
Time, 0.054, Pos_X, -0.0007909989810668035, Pos_Y, -0.0002531889881945588, Pos_Z, -0.002207934663960908 
Time, 0.056, Pos_X, -0.0008826603918749353, Pos_Y, -0.00028132619545581216, Pos_Z, -0.0024771872733051078 
Time, 0.058, Pos_X, -0.000978241491821847, Pos_Y, -0.000310627159890116, Pos_Z, -0.0027596336019091085 
Time, 0.06, Pos_X, -0.0010773731338545851, Pos_Y, -0.00034102620059486567, Pos_Z, -0.003054256930687805 
Time, 0.062, Pos_X, -0.0011796838616949994, Pos_Y, -0.00037246770553404023, Pos_Z, -0.0033600307276286955 
Time, 0.064, Pos_X, -0.0012848044801148147, Pos_Y, -0.0004049070811926524, Pos_Z, -0.00367594052673627 
Time, 0.066, Pos_X, -0.0013923714732189559, Pos_Y, -0.00043831122534610824, Pos_Z, -0.0040010022078452445 
