Time, 0.0, Pos_X, 0.0, Pos_Y, 0.0, Pos_Z, 0.0 
Time, 0.0, Pos_X, 0.0, Pos_Y, 0.0, Pos_Z, 0.0 
Time, 0.002, Pos_X, -4.4156937574274686e-09, Pos_Y, 9.160719588815072e-09, Pos_Z, 7.40944527312482e-09 
Time, 0.004, Pos_X, -3.7360949228103445e-08, Pos_Y, 7.761031016772421e-08, Pos_Z, 6.229023248204352e-08 
Time, 0.006, Pos_X, -1.5760152678659414e-07, Pos_Y, 3.27828651755161e-07, Pos_Z, 2.6071089114145907e-07 
Time, 0.008, Pos_X, -4.735024842811338e-07, Pos_Y, 9.861060859691327e-07, Pos_Z, 7.764691392964608e-07 
Time, 0.01, Pos_X, -1.1575837681312077e-06, Pos_Y, 2.4130717094398087e-06, Pos_Z, 1.8802533275814468e-06 
Time, 0.012, Pos_X, -2.4601017154148987e-06, Pos_Y, 5.13180837807625e-06, Pos_Z, 3.955022832572902e-06 
Time, 0.014, Pos_X, -4.720909062528784e-06, Pos_Y, 9.851661021801387e-06, Pos_Z, 7.506203858426403e-06 
Time, 0.016, Pos_X, -8.37871884414687e-06, Pos_Y, 1.748559170555303e-05, Pos_Z, 1.3165283584273841e-05 
Time, 0.018, Pos_X, -1.3976874321121607e-05, Pos_Y, 2.9158903514771342e-05, Pos_Z, 2.168556493937801e-05 
Time, 0.02, Pos_X, -2.216482150846756e-05, Pos_Y, 4.620740199191335e-05, Pos_Z, 3.392926230305522e-05 
Time, 0.022, Pos_X, -3.369471418122976e-05, Pos_Y, 7.016363614178325e-05, Pos_Z, 5.0845756303203466e-05 
Time, 0.024, Pos_X, -4.941298674925168e-05, Pos_Y, 0.00010273071971806729, Pos_Z, 7.344158035466704e-05 
Time, 0.026, Pos_X, -7.024718291791894e-05, Pos_Y, 0.00014574433087849366, Pos_Z, 0.00010274355588777472 
Time, 0.028, Pos_X, -9.718874817011609e-05, Pos_Y, 0.00020112471107877128, Pos_Z, 0.0001397573401142315 
Time, 0.03, Pos_X, -0.00013127292052911605, Pos_Y, 0.0002708215988308718, Pos_Z, 0.00018542428847383 
Time, 0.032, Pos_X, -0.00017355717955803662, Pos_Y, 0.0003567558174835532, Pos_Z, 0.0002405798594136061 
Time, 0.034, Pos_X, -0.0002250998664881713, Pos_Y, 0.00046076160239181017, Pos_Z, 0.0003059167333030921 
Time, 0.036, Pos_X, -0.00028694055337924413, Pos_Y, 0.0005845336367463678, Pos_Z, 0.000381955344275169 
Time, 0.038, Pos_X, -0.0003600834882458593, Pos_Y, 0.0007295821776973166, Pos_Z, 0.00046902374684073265 
Time, 0.04, Pos_X, -0.000445485041770779, Pos_Y, 0.0008971987065724574, Pos_Z, 0.0005672478227012156 
Time, 0.042, Pos_X, -0.0005440456653772138, Pos_Y, 0.00108843334085146, Pos_Z, 0.0006765518073762321 
Time, 0.044, Pos_X, -0.0006566065857203913, Pos_Y, 0.0013040840156861985, Pos_Z, 0.0007966680505219131 
Time, 0.046, Pos_X, -0.0007839510132344367, Pos_Y, 0.0015446964765697172, Pos_Z, 0.0009271542010683266 
Time, 0.048, Pos_X, -0.0009268090186647413, Pos_Y, 0.0018105734803925003, Pos_Z, 0.0010674157087321805 
Time, 0.05, Pos_X, -0.001085864998345235, Pos_Y, 0.002101791155970502, Pos_Z, 0.0012167315613351459 
Time, 0.052, Pos_X, -0.0012617668592260166, Pos_Y, 0.002418220160053748, Pos_Z, 0.0013742814286332467 
Time, 0.054, Pos_X, -0.0014551361936820898, Pos_Y, 0.002759549298753109, Pos_Z, 0.001539172640549876 
Time, 0.056, Pos_X, -0.0016665789205140187, Pos_Y, 0.003125309715718761, Pos_Z, 0.0017104652600809693 
Time, 0.058, Pos_X, -0.0018966954192917184, Pos_Y, 0.003514898060328926, Pos_Z, 0.001887194771154156 
Time, 0.06, Pos_X, -0.0021460892661467747, Pos_Y, 0.003927597585760751, Pos_Z, 0.0020683923876784866 
Time, 0.062, Pos_X, -0.0024153744281480614, Pos_Y, 0.004362596692235708, Pos_Z, 0.0022531022919693787 
