Time, 0.0, Pos_X, 0.0, Pos_Y, 0.0, Pos_Z, 0.0 
Time, 0.0, Pos_X, 0.0, Pos_Y, 0.0, Pos_Z, 0.0 
Time, 0.002, Pos_X, 2.8743258953952033e-09, Pos_Y, 4.5476965593529047e-10, Pos_Z, -3.0433533933029573e-09 
Time, 0.004, Pos_X, 2.431506399560437e-08, Pos_Y, 3.6994939089944865e-09, Pos_Z, -2.5628714027997793e-08 
Time, 0.006, Pos_X, 1.0252334087049171e-07, Pos_Y, 1.486538412031933e-08, Pos_Z, -1.0749354338500909e-07 
Time, 0.008, Pos_X, 3.077876862830156e-07, Pos_Y, 4.226496910065031e-08, Pos_Z, -3.2091516885674284e-07 
Time, 0.01, Pos_X, 7.51625340792855e-07, Pos_Y, 9.71507633250026e-08, Pos_Z, -7.791963269617643e-07 
Time, 0.012, Pos_X, 1.5950262723725094e-06, Pos_Y, 1.9276600900898016e-07, Pos_Z, -1.6438799812293555e-06 
Time, 0.014, Pos_X, 3.0552338074788547e-06, Pos_Y, 3.426489667733514e-07, Pos_Z, -3.1301470098599333e-06 
Time, 0.016, Pos_X, 5.4104339619568615e-06, Pos_Y, 5.581954165155837e-07, Pos_Z, -5.5098238300940685e-06 
Time, 0.018, Pos_X, 9.001723247408534e-06, Pos_Y, 8.455264154565869e-07, Pos_Z, -9.111486896997687e-06 
Time, 0.02, Pos_X, 1.4231807496374244e-05, Pos_Y, 1.2017543664553405e-06, Pos_Z, -1.431728152143266e-05 
Time, 0.022, Pos_X, 2.1560067264937073e-05, Pos_Y, 1.6108093319819415e-06, Pos_Z, -2.1556272833821577e-05 
Time, 0.024, Pos_X, 3.14939070992021e-05, Pos_Y, 2.039061101577481e-06, Pos_Z, -3.129441106405238e-05 
Time, 0.026, Pos_X, 4.457665221707307e-05, Pos_Y, 2.43102311163348e-06, Pos_Z, -4.40215118434029e-05 
Time, 0.028, Pos_X, 6.137259759452567e-05, Pos_Y, 2.705451306321298e-06, Pos_Z, -6.023597940447063e-05 
Time, 0.03, Pos_X, 8.245011773536388e-05, Pos_Y, 2.7521346323091955e-06, Pos_Z, -8.042827829533905e-05 
Time, 0.032, Pos_X, 0.00010836398437680185, Pos_Y, 2.429598372184624e-06, Pos_Z, -0.00010506433182643884 
Time, 0.034, Pos_X, 0.00013963813762058277, Pos_Y, 1.5638509935161077e-06, Pos_Z, -0.00013457006316578066 
Time, 0.036, Pos_X, 0.00017675007435051184, Pos_Y, -5.179564986297333e-08, Pos_Z, -0.0001693181918141644 
Time, 0.038, Pos_X, 0.00022011782510044452, Pos_Y, -2.655889188777088e-06, Pos_Z, -0.00020961812243881032 
Time, 0.04, Pos_X, 0.000270090203714943, Pos_Y, -6.517117783503488e-06, Pos_Z, -0.0002557094372101776 
Time, 0.042, Pos_X, 0.0003269406618169482, Pos_Y, -1.1931920979392252e-05, Pos_Z, -0.00030775913619818555 
Time, 0.044, Pos_X, 0.0003908647318294332, Pos_Y, -1.922167286048796e-05, Pos_Z, -0.00036586241775698157 
Time, 0.046, Pos_X, 0.0004619807579197872, Pos_Y, -2.8729697790924762e-05, Pos_Z, -0.00043004652861922306 
Time, 0.048, Pos_X, 0.0005403333990144215, Pos_Y, -4.0818328970319106e-05, Pos_Z, -0.0005002770288413757 
Time, 0.05, Pos_X, 0.0006258992408054911, Pos_Y, -5.586616889921369e-05, Pos_Z, -0.0005764657353066546 
Time, 0.052, Pos_X, 0.0007185938393412585, Pos_Y, -7.42656587069246e-05, Pos_Z, -0.0006584795861245184 
Time, 0.054, Pos_X, 0.0008182795371555018, Pos_Y, -9.642104140960078e-05, Pos_Z, -0.0007461497541555119 
Time, 0.056, Pos_X, 0.0009247734557305212, Pos_Y, -0.00012274701181425176, Pos_Z, -0.000839280454434997 
Time, 0.058, Pos_X, 0.0010378552510897825, Pos_Y, -0.00015366771273228223, Pos_Z, -0.0009376570267319935 
Time, 0.06, Pos_X, 0.0011572743828594106, Pos_Y, -0.0001896157443567046, Pos_Z, -0.0010410530261274627 
Time, 0.062, Pos_X, 0.0012827566695593768, Pos_Y, -0.00023103144637856956, Pos_Z, -0.001149236202489093 
Time, 0.064, Pos_X, 0.00141401012506649, Pos_Y, -0.00027836241119117956, Pos_Z, -0.001261973325056703 
Time, 0.066, Pos_X, 0.0015507300679064421, Pos_Y, -0.00033206318503041943, Pos_Z, -0.001379033855653774 
Time, 0.068, Pos_X, 0.0016926034056534544, Pos_Y, -0.0003925950938734695, Pos_Z, -0.0015001925497512118 
Time, 0.07, Pos_X, 0.0018393121571668083, Pos_Y, -0.00046042616290800566, Pos_Z, -0.001625231111421503 
Time, 0.072, Pos_X, 0.001990536306985862, Pos_Y, -0.0005360310965868179, Pos_Z, -0.0017539390009630828 
Time, 0.074, Pos_X, 0.002145956093102632, Pos_Y, -0.000619891258285559, Pos_Z, -0.0018861135110545431 
Time, 0.076, Pos_X, 0.002305253740047632, Pos_Y, -0.0007124946929639902, Pos_Z, -0.0020215593132883914 
Time, 0.078, Pos_X, 0.0024681146650060524, Pos_Y, -0.0008143361790908989, Pos_Z, -0.002160087641796457 
Time, 0.08, Pos_X, 0.00263422824655302, Pos_Y, -0.0009259173217261926, Pos_Z, -0.00230151524742442 
Time, 0.082, Pos_X, 0.0028032882354098857, Pos_Y, -0.001047746694422928, Pos_Z, -0.0024456631949975206 
Time, 0.084, Pos_X, 0.002974992782590847, Pos_Y, -0.0011803399559249072, Pos_Z, -0.0025923555972062634 
Time, 0.086, Pos_X, 0.0031490440451076664, Pos_Y, -0.001324219966581666, Pos_Z, -0.0027414184934479147 
Time, 0.088, Pos_X, 0.0033251474534277403, Pos_Y, -0.0014799168940378522, Pos_Z, -0.002892679032756369 
Time, 0.09, Pos_X, 0.003503010696189333, Pos_Y, -0.0016479682700094708, Pos_Z, -0.0030459650477134854 
Time, 0.092, Pos_X, 0.0036823424109391377, Pos_Y, -0.0018289189553683, Pos_Z, -0.0032011050939894977 
Time, 0.094, Pos_X, 0.0038628506062846624, Pos_Y, -0.0020233209991049913, Pos_Z, -0.003357928996497211 
Time, 0.096, Pos_X, 0.004044240885964805, Pos_Y, -0.0022317333921539864, Pos_Z, -0.0035162689022835386 
Time, 0.098, Pos_X, 0.004226214528605842, Pos_Y, -0.0024547216703596966, Pos_Z, -0.0036759608010181956 
Time, 0.1, Pos_X, 0.004408466409146131, Pos_Y, -0.002692857360415775, Pos_Z, -0.0038368464785607397 
Time, 0.102, Pos_X, 0.004590682781086009, Pos_Y, -0.0029467172809573765, Pos_Z, -0.003998775856812262 
Time, 0.104, Pos_X, 0.004772538973591039, Pos_Y, -0.003216882703089152, Pos_Z, -0.004161609686803362 
Time, 0.106, Pos_X, 0.004953697024712188, Pos_Y, -0.003503938358297183, Pos_Z, -0.004325222594443604 
Time, 0.108, Pos_X, 0.005133803313222162, Pos_Y, -0.003808471291182127, Pos_Z, -0.004489506448160958 
Time, 0.11, Pos_X, 0.005312486245136923, Pos_Y, -0.004131069578064852, Pos_Z, -0.00465437405468391 
Time, 0.112, Pos_X, 0.005489354040300312, Pos_Y, -0.004472320926479457, Pos_Z, -0.004819763177330656 
Time, 0.114, Pos_X, 0.005663992701172103, Pos_Y, -0.004832811127827464, Pos_Z, -0.004985640701541171 
Time, 0.116, Pos_X, 0.005835964226932947, Pos_Y, -0.005213122334900301, Pos_Z, -0.005152006723573458 
Time, 0.118, Pos_X, 0.0060048050672518215, Pos_Y, -0.00561383121331255, Pos_Z, -0.005318898403536231 
Time, 0.12, Pos_X, 0.006170024844366028, Pos_Y, -0.006035507018420706, Pos_Z, -0.005486393480921928 
Time, 0.122, Pos_X, 0.00633110539065042, Pos_Y, -0.006478709708979387, Pos_Z, -0.0056546134275945485 
Time, 0.124, Pos_X, 0.006487500120653969, Pos_Y, -0.006943988165423972, Pos_Z, -0.0058237262117965235 
Time, 0.126, Pos_X, 0.006638633790528281, Pos_Y, -0.007431878436187413, Pos_Z, -0.00599394856041231 
Time, 0.128, Pos_X, 0.006783902766562747, Pos_Y, -0.007942901900520055, Pos_Z, -0.006165547578800685 
Time, 0.13, Pos_X, 0.006922675836313577, Pos_Y, -0.008477563289529168, Pos_Z, -0.0063388416461456635 
Time, 0.132, Pos_X, 0.0070542955228931024, Pos_Y, -0.009036348596379027, Pos_Z, -0.0065142006379063505 
Time, 0.134, Pos_X, 0.007178079900413616, Pos_Y, -0.009619722913199623, Pos_Z, -0.006692045535723357 
Time, 0.136, Pos_X, 0.007293324923793847, Pos_Y, -0.010228128222340692, Pos_Z, -0.00687284734074824 
Time, 0.138, Pos_X, 0.00739930729201167, Pos_Y, -0.010861981150635759, Pos_Z, -0.007057125218851603 
Time, 0.14, Pos_X, 0.0074952878840333775, Pos_Y, -0.011521670667669605, Pos_Z, -0.007245443847772741 
Time, 0.142, Pos_X, 0.007580515765678925, Pos_Y, -0.012207555654741546, Pos_Z, -0.00743840997584877 
Time, 0.144, Pos_X, 0.007654232696095981, Pos_Y, -0.012919962324093624, Pos_Z, -0.0076366682159524175 
Time, 0.146, Pos_X, 0.007715678157173917, Pos_Y, -0.013659181518242823, Pos_Z, -0.007840896156647988 
Time, 0.148, Pos_X, 0.007764094864306541, Pos_Y, -0.014425465939392814, Pos_Z, -0.00805179890491595 
Time, 0.15, Pos_X, 0.00779873470345863, Pos_Y, -0.015219027346179092, Pos_Z, -0.008270103101992254 
Time, 0.152, Pos_X, 0.007818865023528685, Pos_Y, -0.016040033709045345, Pos_Z, -0.008496550536656813 
Time, 0.154, Pos_X, 0.007823775205133028, Pos_Y, -0.01688860634352754, Pos_Z, -0.008731891547484357 
Time, 0.156, Pos_X, 0.007812783448394043, Pos_Y, -0.017764817044419574, Pos_Z, -0.008976878358967167 
Time, 0.158, Pos_X, 0.00778524368197203, Pos_Y, -0.018668685276857517, Pos_Z, -0.009232258467699705 
Time, 0.16, Pos_X, 0.007740552537477248, Pos_Y, -0.01960017546091212, Pos_Z, -0.00949876820361341 
Time, 0.162, Pos_X, 0.007678156303138517, Pos_Y, -0.020559194388371078, Pos_Z, -0.009777126593767404 
Time, 0.164, Pos_X, 0.007597557778937844, Pos_Y, -0.021545588806122992, Pos_Z, -0.010068029603165085 
Time, 0.166, Pos_X, 0.007498322916078142, Pos_Y, -0.02255914322648146, Pos_Z, -0.010372144824365694 
Time, 0.168, Pos_X, 0.007380087026408375, Pos_Y, -0.023599578093005565, Pos_Z, -0.010690106722107741 
Time, 0.17, Pos_X, 0.007242560388955504, Pos_Y, -0.024666548329848416, Pos_Z, -0.011022512530603119 
Time, 0.172, Pos_X, 0.007085533151117561, Pos_Y, -0.025759642322692226, Pos_Z, -0.011369918821944111 
Time, 0.174, Pos_X, 0.006908879292206842, Pos_Y, -0.026878381483589616, Pos_Z, -0.011732838728088323 
Time, 0.176, Pos_X, 0.006712559608734115, Pos_Y, -0.02802222039599607, Pos_Z, -0.012111739782700404 
Time, 0.178, Pos_X, 0.006496623788700413, Pos_Y, -0.02919054755038044, Pos_Z, -0.01250704233224319 
Time, 0.18, Pos_X, 0.006261211455659034, Pos_Y, -0.030382686802048333, Pos_Z, -0.0129191184885851 
Time, 0.182, Pos_X, 0.006006551816367915, Pos_Y, -0.03159789975487202, Pos_Z, -0.013348291744171197 
Time, 0.184, Pos_X, 0.0057329620254927775, Pos_Y, -0.03283538892334817, Pos_Z, -0.013794837266122415 
Time, 0.186, Pos_X, 0.005440844724080748, Pos_Y, -0.03409430122932834, Pos_Z, -0.014258982445647293 
Time, 0.188, Pos_X, 0.005130684646226006, Pos_Y, -0.03537373171322177, Pos_Z, -0.014740907634597601 
Time, 0.19, Pos_X, 0.004803044129966763, Pos_Y, -0.036672727589048056, Pos_Z, -0.015240747326294506 
Time, 0.192, Pos_X, 0.004458557551713295, Pos_Y, -0.037990292968572, Pos_Z, -0.015758591644274383 
Time, 0.194, Pos_X, 0.004097924817356546, Pos_Y, -0.0393253944251895, Pos_Z, -0.016294487882490008 
