Time_s_,Acc_x_m_s_2_,Acc_y_m_s_2_,Acc_z_m_s_2_,Gyro_x_1_s_,Gyro_y_1_s_,Gyro_z_1_s_
0,0.04180353,0.07930975,-0.42591316,-0.20279899,-1.8485527,-2.04613
0.002,0.1544533,-0.024073258,-0.3144546,-0.22731301,-1.9135448,-2.0651722
0.004,0.2661203,-0.12326272,-0.19687442,-0.25459766,-1.9854091,-2.0836155
0.006,0.37603337,-0.21717498,-0.0740251,-0.28457814,-2.0640473,-2.1008947
0.008,0.4836608,-0.3048078,0.053372957,-0.31694055,-2.1488328,-2.1163898
0.01,0.588238,-0.38514078,0.1840374,-0.35099834,-2.2384043,-2.1293442
0.012,0.68908095,-0.4573936,0.3168371,-0.38557738,-2.3305042,-2.1388628
0.014,0.7857351,-0.5211358,0.45030797,-0.4190073,-2.4219859,-2.143972
0.016,0.8777701,-0.57582355,0.58263004,-0.44921073,-2.508943,-2.1437464
0.018,0.96444035,-0.62088186,0.7113894,-0.47388917,-2.5870152,-2.1375873
0.02,1.0451558,-0.6553575,0.8327301,-0.49070424,-2.6516523,-2.1252747
0.022,1.1193955,-0.6781743,0.94338876,-0.497368,-2.698408,-2.1069152
0.024,1.1876818,-0.6892061,1.0417415,-0.4917407,-2.723261,-2.0827765
0.026,1.250582,-0.68890697,1.1268612,-0.4719871,-2.7229018,-2.053248
0.028,1.30867,-0.67812395,1.1978819,-0.43738618,-2.6971698,-2.019376
0.03,1.3624837,-0.65780663,1.2533791,-0.38633874,-2.642099,-1.9810221
0.032,1.4125733,-0.62852895,1.2912482,-0.31924352,-2.5587869,-1.9395715
0.034,1.459668,-0.59063125,1.3100662,-0.2373779,-2.4499974,-1.8965994
0.036,1.504126,-0.5447254,1.3093259,-0.1429071,-2.320147,-1.8538158
0.038,1.5463853,-0.49167207,1.2893873,-0.038764074,-2.1749992,-1.8129537
0.04,1.5869429,-0.43285826,1.2514769,0.071537495,-2.0213058,-1.7756798
0.042,1.6263355,-0.36964512,1.1977639,0.18412152,-1.8662624,-1.7433952
0.044,1.6646407,-0.3032126,1.1312553,0.2950598,-1.7169446,-1.7170539
0.046,1.7018045,-0.23440608,1.055788,0.40066546,-1.579745,-1.6970505
0.048,1.7376581,-0.16386548,0.97531927,0.4978111,-1.459868,-1.683186
0.05,1.7718296,-0.09199229,0.8939948,0.58410335,-1.3610587,-1.6747642
0.052,1.8042395,-0.01934208,0.81636256,0.6579055,-1.2855704,-1.6707611
0.054,1.8347101,0.053470314,0.74680424,0.7183174,-1.2341781,-1.6700841
0.056,1.8674579,0.122268364,0.6887368,0.76515114,-1.2063184,-1.6718211
0.058,1.8969142,0.19215418,0.6487303,0.798889,-1.2003036,-1.6753427
0.06,1.9234154,0.26223293,0.63006604,0.82050955,-1.2136579,-1.6803305
0.062,1.9472823,0.33170745,0.63526016,0.83127475,-1.2435199,-1.6867526
0.064,1.969126,0.39984226,0.6664229,0.8324613,-1.2869812,-1.6949223
