Time_s_,Acc_x_m_s_2_,Acc_y_m_s_2_,Acc_z_m_s_2_,Gyro_x_1_s_,Gyro_y_1_s_,Gyro_z_1_s_
0,-0.48504883,0.53120214,-0.79828304,0.7513483,-0.18557364,1.0979624
0.002,-0.51729596,0.5643028,-0.7931737,0.752411,-0.19563818,1.1026614
0.004,-0.5522232,0.5996617,-0.7872122,0.7536788,-0.20692667,1.1078551
0.006,-0.5898626,0.6373097,-0.78033376,0.7551775,-0.21949935,1.1135911
0.008,-0.6303902,0.6772833,-0.77264965,0.7569487,-0.23338747,1.1199176
0.01,-0.674037,0.71985054,-0.76398295,0.75902593,-0.24853812,1.126889
0.012,-0.72070086,0.7649802,-0.75431854,0.76144254,-0.26484132,1.1345649
0.014,-0.7706311,0.81281453,-0.74342704,0.76422155,-0.28210425,1.1429867
0.016,-0.82375133,0.86339486,-0.7315435,0.76735944,-0.30006528,1.152168
0.018,-0.8800238,0.9168215,-0.7186025,0.7708348,-0.31841427,1.1620778
0.02,-0.9393886,0.9731703,-0.7048019,0.7745727,-0.33682752,1.172658
0.022,-1.0016893,1.0323828,-0.69024074,0.7784732,-0.3549959,1.1838208
0.024,-1.0667846,1.0943577,-0.6753435,0.7823936,-0.37267226,1.1954436
0.026,-1.134281,1.1588862,-0.6602495,0.7861734,-0.3896818,1.20738
0.028,-1.2039645,1.2259636,-0.64495385,0.78971016,-0.40641326,1.2197417
0.03,-1.2757033,1.2957622,-0.6295039,0.79271156,-0.4222057,1.2319772
0.032,-1.3491279,1.3684124,-0.6139283,0.7950187,-0.43716347,1.2439642
0.034,-1.42404,1.4439007,-0.5981251,0.7964935,-0.4514265,1.2556003
0.036,-1.5001438,1.5219629,-0.58209735,0.797032,-0.46511823,1.2668192
0.038,-1.5771618,1.6022059,-0.5657689,0.7965778,-0.47833496,1.2775847
0.04,-1.6548495,1.684292,-0.5493435,0.79512703,-0.4911273,1.2878844
0.042,-1.7330881,1.7680662,-0.53281313,0.792701,-0.50352335,1.2977622
0.044,-1.8117385,1.8534176,-0.5162982,0.7893527,-0.51551193,1.3072807
0.046,-1.8903685,1.9401987,-0.50056994,0.7851753,-0.5270305,1.3165406
0.048,-1.9689695,2.0284033,-0.48562282,0.7802709,-0.5380004,1.3256589
0.05,-2.0473084,2.1180606,-0.47179157,0.7747396,-0.54831123,1.3347378
0.052,-2.1254754,2.2092242,-0.45934063,0.7686929,-0.5578469,1.3438785
0.054,-2.2034824,2.3019137,-0.44804403,0.7622301,-0.5664828,1.3531866
0.056,-2.283545,2.398212,-0.4377873,0.7554053,-0.5741677,1.3627447
0.058,-2.3640168,2.4960895,-0.4282508,0.74825156,-0.58088255,1.3726085
0.06,-2.4449716,2.5955968,-0.41804394,0.7407894,-0.58662355,1.3828343
0.062,-2.5272927,2.6965299,-0.4072777,0.7330166,-0.5914021,1.3934109
0.064,-2.610214,2.79762,-0.39589334,0.7249154,-0.59530693,1.404301
0.066,-2.6937075,2.8991833,-0.3854529,0.7164595,-0.5984901,1.4154458
0.068,-2.7780843,3.0017958,-0.3761531,0.70763254,-0.6011778,1.4267887
0.07,-2.8635693,3.1055474,-0.36762464,0.698442,-0.6036357,1.4382606
0.072,-2.9502182,3.2107804,-0.35976395,0.6889204,-0.606138,1.4497719
0.074,-3.0380116,3.317632,-0.3527074,0.6791655,-0.60892105,1.4612044
0.076,-3.1268,3.4260335,-0.34638262,0.66931653,-0.61211604,1.4724025
0.078,-3.2163491,3.535582,-0.34054267,0.6595644,-0.6157924,1.4832062
0.08,-3.306307,3.645755,-0.3349282,0.65016115,-0.6198235,1.4935017
0.082,-3.3963137,3.7559955,-0.3296368,0.6413801,-0.62393963,1.5032398
0.084,-3.4855704,3.8659441,-0.3250931,0.63314945,-0.62898725,1.5117197
