Time_s_,Acc_x_m_s_2_,Acc_y_m_s_2_,Acc_z_m_s_2_,Gyro_x_1_s_,Gyro_y_1_s_,Gyro_z_1_s_
0,2.9166267,-1.0377587,3.215053,0.286811,-1.4972724,-0.2630788
0.002,2.8935244,-1.0059551,3.173571,0.30184323,-1.4569106,-0.2748658
0.004,2.8594038,-0.96364516,3.137956,0.3139859,-1.4211059,-0.28917718
0.006,2.8138907,-0.909954,3.1082523,0.32219884,-1.3919834,-0.30642307
0.008,2.7556973,-0.84315974,3.0840461,0.3253531,-1.3719351,-0.32695824
0.01,2.6844754,-0.76195,3.0643945,0.32236496,-1.3634598,-0.3510725
0.012,2.5998366,-0.66532624,3.0478833,0.31232628,-1.3687637,-0.37894854
0.014,2.5012555,-0.55254865,3.0328915,0.2946513,-1.3893285,-0.41058153
0.016,2.3877919,-0.42256975,3.0179465,0.26918548,-1.4255269,-0.44562092
0.018,2.260562,-0.27601007,3.0023427,0.23640797,-1.4762391,-0.4832399
0.02,2.118081,-0.11230469,2.9878032,0.19753692,-1.5386727,-0.52214754
0.022,1.9583129,0.06963156,2.9713295,0.15452754,-1.6084329,-0.56067264
0.024,1.7849294,0.26722142,2.9458835,0.10997349,-1.6797974,-0.59684217
0.026,1.5989352,0.47956857,2.9087965,0.06697115,-1.746202,-0.628518
0.028,1.4007562,0.7059074,2.8582456,0.029152274,-1.8001294,-0.6542975
0.03,1.1915205,0.9445981,2.788822,-0.00092175603,-1.8368837,-0.67106843
0.032,0.9736301,1.1934767,2.6963387,-0.019897819,-1.8507407,-0.6772772
0.034,0.7501323,1.4499269,2.5785608,-0.024962783,-1.837394,-0.6717303
0.036,0.5228081,1.7119035,2.4342508,-0.014164001,-1.7945156,-0.65369684
0.038,0.29387623,1.9770898,2.262366,0.013343811,-1.7216388,-0.62300324
0.04,0.066471726,2.2423263,2.0612578,0.057314187,-1.6198645,-0.5800709
0.042,-0.15653843,2.504366,1.8297716,0.11634132,-1.4920394,-0.5261415
0.044,-0.37208045,2.7597682,1.5683377,0.18796223,-1.3424973,-0.46327186
0.046,-0.5767933,3.0049453,1.2782017,0.26883432,-1.1766069,-0.3941049
0.048,-0.76719975,3.2360787,0.9617611,0.3549815,-1.0004677,-0.32164568
0.05,-0.9402315,3.4499993,0.6228539,0.44215706,-0.82062215,-0.2492263
0.052,-1.0940378,3.64445,0.26536947,0.5262144,-0.6435293,-0.1804186
0.054,-1.2266226,3.8173587,-0.10626966,0.6034371,-0.4753216,-0.1184105
0.056,-1.3377143,3.968861,-0.49227524,0.6708499,-0.3217727,-0.06584743
0.058,-1.42214,4.094924,-0.88167864,0.72648466,-0.18777704,-0.024755761
0.06,-1.4772352,4.1940575,-1.2687395,0.7693978,-0.07713792,0.003630668
0.062,-1.5059352,4.267633,-1.6451702,0.79961336,0.0074961483,0.018954903
0.064,-1.5048268,4.314513,-2.0056784,0.81804335,0.06492543,0.021778762
0.066,-1.4706882,4.33401,-2.3467865,0.82626826,0.0952321,0.013430953
0.068,-1.4082658,4.3301034,-2.66089,0.8262059,0.099744216,-0.004130721
0.07,-1.3219681,4.306964,-2.9408588,0.8198765,0.08088145,-0.028500706
0.072,-1.2127306,4.2670155,-3.183774,0.80911005,0.04170826,-0.05707507
0.074,-1.0787144,4.210985,-3.3850884,0.7953479,-0.014366835,-0.08715902
0.076,-0.9228976,4.142589,-3.5402353,0.779535,-0.08385712,-0.11618057
0.078,-0.74975777,4.065622,-3.6496334,0.7620857,-0.16361174,-0.14192092
0.08,-0.5631623,3.982164,-3.715886,0.7429625,-0.25095326,-0.16274655
0.082,-0.36658835,3.8938222,-3.739128,0.7218647,-0.34366268,-0.17780346
0.084,-0.16356611,3.802225,-3.7188869,0.6984486,-0.4399578,-0.18709117
0.086,0.042282104,3.709919,-3.6568656,0.6725046,-0.53828686,-0.1913334
0.088,0.24757695,3.6189067,-3.5564888,0.64417756,-0.6370706,-0.1918303
0.09,0.44978213,3.5304132,-3.4217267,0.6141938,-0.7344079,-0.19032028
0.092,0.6468246,3.4452808,-3.2567692,0.58382535,-0.8280537,-0.18873675
0.094,0.83651936,3.364457,-3.0662775,0.55482584,-0.91511995,-0.1886493
0.096,1.0168965,3.2890613,-2.855176,0.52922153,-0.99261194,-0.19107524
0.098,1.186768,3.2196429,-2.628392,0.50899154,-1.057771,-0.19651593
0.1,1.3455248,3.1562796,-2.3911834,0.49589366,-1.1078322,-0.20483463
0.102,1.4926155,3.0988126,-2.1494036,0.49131092,-1.1405772,-0.21533412
0.104,1.6279397,3.0473228,-1.9089849,0.49609774,-1.1548675,-0.22670907
0.106,1.7514383,3.0021148,-1.6757444,0.5105351,-1.1506304,-0.2372791
0.108,1.8631887,2.9643078,-1.4552454,0.53439164,-1.1286007,-0.24565525
0.11,1.9630191,2.9350624,-1.2521994,0.5670063,-1.0901511,-0.25064743
0.112,2.050505,2.9156997,-1.0702271,0.6073723,-1.0374058,-0.25113994
0.114,2.1251388,2.9074092,-0.9115808,0.65430653,-0.9727588,-0.24624945
0.116,2.1861691,2.911747,-0.77764654,0.7065479,-0.8984632,-0.23548993
0.118,2.2334526,2.9295418,-0.6687621,0.76277655,-0.8166492,-0.21893194
0.12,2.2662482,2.9618416,-0.5844178,0.8217398,-0.7292096,-0.19715118
0.122,2.2841647,3.0094557,-0.52322984,0.88226277,-0.6379924,-0.17119037
0.124,2.2871895,3.072957,-0.48306942,0.9431354,-0.5449429,-0.14256181
0.126,2.2761672,3.1518555,-0.46129382,1.0029858,-0.45222545,-0.11317894
0.128,2.2509298,3.2462344,-0.4550326,1.0602301,-0.36253086,-0.08530569
0.13,2.2137196,3.35426,-0.46255577,1.11305,-0.27923784,-0.061380416
0.132,2.167394,3.4732056,-0.47750604,1.1594479,-0.2063025,-0.043873847
