Time_s_,Acc_x_m_s_2_,Acc_y_m_s_2_,Acc_z_m_s_2_,Gyro_x_1_s_,Gyro_y_1_s_,Gyro_z_1_s_
0,0.6036832,-0.17147636,0.6011325,-0.10641763,0.050082337,0.24644461
0.002,0.6047065,-0.17053254,0.6017124,-0.106163695,0.049833033,0.24496676
0.004,0.60645473,-0.1697471,0.602667,-0.105850816,0.049218982,0.24381323
0.006,0.60882604,-0.16910715,0.6045964,-0.105458304,0.04816243,0.24309665
0.008,0.611759,-0.16865033,0.6073188,-0.104958005,0.04657024,0.24293907
0.01,0.615542,-0.16833942,0.6105933,-0.10432167,0.04438,0.24345936
0.012,0.6200397,-0.16812956,0.6138762,-0.103520624,0.041564625,0.244741
0.014,0.6254238,-0.16812731,0.6168711,-0.102523685,0.038150642,0.24681255
0.016,0.6316239,-0.16832447,0.6192235,-0.10130467,0.03420876,0.24963698
0.018,0.638836,-0.16855955,0.6208035,-0.09984775,0.02987881,0.25308782
0.02,0.6470603,-0.16893174,0.6215677,-0.098157905,0.025360063,0.25697303
0.022,0.6563742,-0.1697347,0.6216894,-0.09624973,0.020923316,0.26105583
0.024,0.6668053,-0.17115152,0.62104785,-0.09416874,0.016877837,0.26510417
0.026,0.6780794,-0.17318255,0.6196785,-0.09198797,0.013547599,0.26891306
0.028,0.6903252,-0.1759034,0.6173906,-0.08980582,0.011203729,0.27235183
0.03,0.7031617,-0.17925134,0.61388946,-0.08778838,0.010147609,0.27542126
0.032,0.7163384,-0.18316141,0.60883933,-0.086093634,0.010577649,0.2782203
0.034,0.7297143,-0.18759099,0.6018143,-0.084872186,0.012562066,0.2809505
0.036,0.74288684,-0.19237995,0.5924953,-0.08426114,0.016067281,0.28387493
0.038,0.75568473,-0.19748245,0.58068866,-0.0843736,0.020974219,0.28726006
0.04,0.7676953,-0.20271716,0.56629765,-0.085316494,0.027056612,0.29135492
0.042,0.7783964,-0.2078091,0.54963714,-0.0871551,0.033993267,0.29636016
0.044,0.7873869,-0.21258058,0.53125465,-0.08992001,0.041386504,0.3024056
0.046,0.79434526,-0.21681029,0.51146,-0.093564466,0.04881346,0.30951646
0.048,0.7989654,-0.220532,0.49040216,-0.09798132,0.055907905,0.31763405
0.05,0.80080307,-0.22363213,0.46814844,-0.10297371,0.062348448,0.32661253
0.052,0.79976887,-0.22603136,0.44521123,-0.10830105,0.0678879,0.33623612
0.054,0.79568535,-0.2275873,0.42205018,-0.113687836,0.072352424,0.34625226
0.056,0.78859156,-0.22820407,0.39885306,-0.11884765,0.07567603,0.35645217
0.058,0.7784384,-0.2278262,0.3762556,-0.12353149,0.07784944,0.36664605
0.06,0.7653264,-0.22645868,0.3546739,-0.1275266,0.07892464,0.37666428
0.062,0.7491922,-0.2240105,0.3345427,-0.13066371,0.079014525,0.38638303
0.064,0.7303269,-0.22030804,0.31648633,-0.13282926,0.07826034,0.39570525
0.066,0.70934266,-0.21546878,0.301094,-0.13395706,0.076857075,0.40462396
0.068,0.68649447,-0.20965403,0.28868616,-0.13400479,0.07508697,0.41323683
0.07,0.66232574,-0.2030188,0.2794158,-0.1329608,0.07332687,0.4216982
0.072,0.6373231,-0.19574027,0.2736142,-0.13082287,0.07201853,0.43022785
0.074,0.61208355,-0.18821128,0.27128828,-0.12760058,0.07167957,0.43904728
0.076,0.5872024,-0.18080457,0.27233705,-0.123362735,0.072825685,0.44839886
0.078,0.56321305,-0.17351899,0.27647048,-0.11820738,0.07591249,0.45848268
0.08,0.5408928,-0.16665114,0.28358504,-0.112229906,0.081289805,0.46940744
0.082,0.5212436,-0.16079387,0.29358923,-0.105519146,0.08915003,0.48114198
0.084,0.50528497,-0.15614568,0.30612904,-0.09817947,0.09950387,0.49347565
0.086,0.49452555,-0.15337013,0.3206539,-0.090350494,0.11215367,0.50603914
0.088,0.4885567,-0.15229943,0.3370602,-0.0821622,0.12672816,0.5183256
0.09,0.48694795,-0.1522977,0.35596207,-0.07374467,0.1427185,0.52973735
0.092,0.4908895,-0.15350814,0.37630963,-0.06524286,0.15951894,0.53969437
0.094,0.5010079,-0.15639982,0.39739698,-0.056803953,0.17649287,0.54767424
0.096,0.5172979,-0.16112913,0.4185746,-0.04862095,0.19304971,0.55326563
0.098,0.5400046,-0.16784261,0.43988734,-0.040927142,0.20864505,0.55626553
0.1,0.56912154,-0.17645827,0.4623301,-0.033985876,0.22278617,0.5566843
0.102,0.6043872,-0.18705377,0.48644266,-0.028053898,0.23501787,0.5547608
0.104,0.6450885,-0.19922397,0.51207614,-0.02338427,0.244942,0.55088735
0.106,0.6909142,-0.2129871,0.53917384,-0.020156931,0.25220197,0.545599
0.108,0.7413006,-0.22822377,0.5675446,-0.018490579,0.25650102,0.5395019
0.11,0.79519963,-0.24421626,0.59731126,-0.018410724,0.25761774,0.53316855
0.112,0.851879,-0.2604381,0.6283666,-0.019835867,0.25544447,0.5271035
0.114,0.91051483,-0.27636024,0.66061294,-0.022587597,0.2500547,0.5217396
0.116,0.9703299,-0.29157662,0.6937957,-0.026408706,0.2417225,0.51743746
0.118,1.0305018,-0.30577067,0.72833884,-0.031074755,0.23079994,0.5144876
