Time_s_,Acc_x_m_s_2_,Acc_y_m_s_2_,Acc_z_m_s_2_,Gyro_x_1_s_,Gyro_y_1_s_,Gyro_z_1_s_
0,0.14003131,-0.034438558,0.431866,0.19197905,0.77305996,0.5397109
0.002,0.15826409,-0.025866095,0.4091453,0.19513717,0.77870405,0.5432117
0.004,0.17727117,-0.01699574,0.38521197,0.19853684,0.78438634,0.5471118
0.006,0.19700976,-0.0077618817,0.35990885,0.20217353,0.78993547,0.55142856
0.008,0.21767555,0.0018139989,0.33316875,0.20601773,0.79511213,0.55616224
0.01,0.23917083,0.011823762,0.30485138,0.21001652,0.79960525,0.561285
0.012,0.2614503,0.022268977,0.27511248,0.21410036,0.8030273,0.5667478
0.014,0.28457838,0.033244707,0.24393095,0.21817514,0.8049449,0.5724682
0.016,0.30840063,0.044797696,0.21154155,0.22214648,0.8048873,0.5783303
0.018,0.33297494,0.056956492,0.17802437,0.22592911,0.8024018,0.58419526
0.02,0.35828072,0.06969999,0.14369136,0.22946212,0.79709566,0.5899108
0.022,0.38412905,0.08297306,0.10869849,0.23272085,0.7887044,0.5953412
0.024,0.41043538,0.09686514,0.07324235,0.23573926,0.77713776,0.6004014
0.026,0.43710262,0.11137545,0.037507415,0.23859838,0.7625005,0.6050593
0.028,0.46399128,0.12652323,0.0017182678,0.24153844,0.7451936,0.6095326
0.03,0.49080044,0.14234392,-0.033934645,0.2445252,0.7255464,0.6136855
0.032,0.51745385,0.15888014,-0.06927963,0.24772707,0.7042825,0.6177355
0.034,0.54373455,0.17620523,-0.10418495,0.25129175,0.6821965,0.6219206
0.036,0.56935775,0.19437428,-0.13853745,0.25533843,0.6600914,0.6264686
0.038,0.5942694,0.21333264,-0.17232531,0.2599315,0.638714,0.6315558
0.04,0.61816394,0.2331389,-0.20556259,0.26509702,0.61871535,0.63730204
0.042,0.64081734,0.25375992,-0.23826426,0.27083227,0.6005988,0.64376885
0.044,0.6618999,0.27525032,-0.2704448,0.277109,0.5847081,0.650954
0.046,0.6813317,0.29763448,-0.30228812,0.2838676,0.5712508,0.65883034
0.048,0.6989142,0.32096767,-0.3339125,0.29105073,0.5602734,0.66732645
0.05,0.7144772,0.3451687,-0.36564216,0.29859573,0.5517025,0.67636526
0.052,0.72780716,0.37021747,-0.39761525,0.30643675,0.54534566,0.685863
0.054,0.7389431,0.39601576,-0.4301534,0.31451038,0.5409192,0.6957457
0.056,0.74853384,0.42310995,-0.46436584,0.3227585,0.5380717,0.7059583
0.058,0.75568676,0.4506817,-0.4993031,0.33111322,0.53637624,0.71644485
0.06,0.7603713,0.47868228,-0.53507555,0.33951074,0.5353946,0.7271655
0.062,0.76276803,0.50696504,-0.571977,0.34789106,0.5346838,0.73807836
0.064,0.7630712,0.53563076,-0.6101469,0.35621032,0.5338119,0.7491283
0.066,0.7613096,0.5644665,-0.64973086,0.36442852,0.53239805,0.76027966
0.068,0.75755155,0.59333014,-0.6907653,0.37250817,0.5301137,0.77150995
0.07,0.7520528,0.6221728,-0.7332169,0.38041145,0.52671474,0.7828204
0.072,0.74509704,0.65080464,-0.77700734,0.38811743,0.5220183,0.7942482
0.074,0.7369983,0.6791505,-0.821875,0.395595,0.51591265,0.8058677
0.076,0.7277687,0.7070972,-0.867573,0.4028049,0.5083366,0.81776464
0.078,0.71771485,0.73447615,-0.91382277,0.4096967,0.4992714,0.83002335
