Time_s_,Acc_x_m_s_2_,Acc_y_m_s_2_,Acc_z_m_s_2_,Gyro_x_1_s_,Gyro_y_1_s_,Gyro_z_1_s_
0,-0.3140583,0.07690344,0.46328112,0.38943624,0.31854606,-0.14780435
0.002,-0.2995513,0.06388533,0.48450983,0.3948403,0.33096555,-0.14821082
0.004,-0.28315893,0.049625654,0.5060143,0.40058565,0.3447525,-0.14837617
0.006,-0.26423052,0.033969708,0.52625513,0.4066574,0.36006546,-0.14819793
0.008,-0.24238445,0.016824655,0.54373115,0.41298324,0.37699077,-0.14756991
0.01,-0.21720159,-0.001739081,0.5579217,0.41947535,0.39558467,-0.1463728
0.012,-0.18851183,-0.021475814,0.5689953,0.4260037,0.4158499,-0.14445433
0.014,-0.15601331,-0.04251279,0.57699966,0.43240362,0.43770927,-0.1416337
0.016,-0.11942835,-0.06522378,0.5816615,0.438482,0.46103227,-0.13771887
0.018,-0.07835527,-0.08953213,0.5821441,0.44403908,0.4856376,-0.13254094
0.02,-0.03122276,-0.11541735,0.57704693,0.44886497,0.5112891,-0.12595594
0.022,0.020528257,-0.14150138,0.5649753,0.45276982,0.5377319,-0.117869526
0.024,0.07689439,-0.16754514,0.54586375,0.45562658,0.56470406,-0.10825932
0.026,0.13819277,-0.1937587,0.51957333,0.45733613,0.5919198,-0.09718722
0.028,0.20468718,-0.21997437,0.48543423,0.4580807,0.61975884,-0.08467901
0.03,0.27624846,-0.24551097,0.44279188,0.457516,0.64693487,-0.07092762
0.032,0.35268083,-0.2699593,0.3911457,0.4557557,0.6732805,-0.056162477
0.034,0.43369243,-0.2924583,0.3298327,0.45291045,0.69859725,-0.04063207
0.036,0.51888824,-0.3124177,0.25863576,0.44909927,0.72262436,-0.02457738
0.038,0.6076819,-0.32910013,0.17743675,0.44444814,0.74501455,-0.008196652
0.04,0.6996926,-0.34197918,0.08618909,0.43906873,0.7653346,0.008332133
0.042,0.7944374,-0.3505206,-0.015036494,0.433057,0.7831026,0.024859726
0.044,0.89120054,-0.35425365,-0.12555203,0.42646033,0.79780257,0.04125002
0.046,0.9892893,-0.35277447,-0.24474469,0.41930047,0.80894196,0.057427436
0.048,1.0877547,-0.34579623,-0.3718443,0.41160065,0.8160758,0.07342136
0.05,1.1858485,-0.33309793,-0.50592256,0.40327814,0.81869125,0.08934456
0.052,1.2828741,-0.3146441,-0.6459974,0.394188,0.81601924,0.10525414
0.054,1.3777585,-0.29051623,-0.79077744,0.38430494,0.80748165,0.12108418
0.056,1.4711254,-0.26124692,-0.9396051,0.37356812,0.79247236,0.13677002
0.058,1.5601885,-0.22671916,-1.0895823,0.36185974,0.7702831,0.15232503
0.06,1.6441088,-0.18753088,-1.2389706,0.34901106,0.7402984,0.16779956
0.062,1.7217433,-0.1444852,-1.3858353,0.33488098,0.7020481,0.1832344
0.064,1.7923646,-0.09835422,-1.5281955,0.31933725,0.6552547,0.19866703
0.066,1.8550506,-0.05008217,-1.6640631,0.30229145,0.59990305,0.21409994
0.068,1.9087012,-0.000323534,-1.791525,0.2836948,0.53632075,0.22950809
0.07,1.9528449,0.049674578,-1.9083916,0.26356834,0.46514386,0.24485213
0.072,1.9868677,0.098776996,-2.0129716,0.24199113,0.38727838,0.2600671
0.074,2.0095503,0.14631802,-2.1039171,0.21914437,0.30390012,0.2750533
0.076,2.020479,0.19148535,-2.1796613,0.19529925,0.21639122,0.28971112
0.078,2.0191586,0.2333214,-2.2386787,0.1707854,0.12626873,0.30395806
0.08,2.0050015,0.2715107,-2.280168,0.14603,0.035107687,0.31772554
0.082,1.977825,0.3054765,-2.3038619,0.12149559,-0.055532858,0.3309552
0.084,1.937806,0.33484766,-2.3093052,0.09768711,-0.14414905,0.34365186
0.086,1.8847811,0.35932764,-2.2965257,0.075093456,-0.22937295,0.35589397
0.088,1.8188702,0.37887877,-2.2658043,0.05415615,-0.30995867,0.36781657
0.09,1.740673,0.3937496,-2.2177796,0.035237256,-0.38480875,0.37958074
0.092,1.6507053,0.40417522,-2.15337,0.01859609,-0.45297125,0.39132118
0.094,1.5507957,0.41479078,-2.0715365,0.0044015124,-0.5136541,0.4031896
0.096,1.4396207,0.4187771,-1.9781313,-0.007275801,-0.56630397,0.41532663
0.098,1.3192469,0.4200114,-1.8728948,-0.016462537,-0.61063915,0.42783073
0.1,1.190592,0.41918418,-1.7578279,-0.023289174,-0.64668316,0.44069788
0.102,1.0544468,0.4169201,-1.6349366,-0.02797349,-0.6747337,0.4537883
0.104,0.9134215,0.4133092,-1.5054317,-0.030784713,-0.6952062,0.46692485
0.106,0.7677282,0.40930697,-1.3718644,-0.032008704,-0.70851874,0.47999257
0.108,0.61983144,0.405155,-1.235977,-0.032042384,-0.71543795,0.49288234
0.11,0.47057712,0.40137994,-1.1001817,-0.031245118,-0.7167907,0.5052934
0.112,0.3213669,0.39808714,-0.9656769,-0.029894873,-0.7134093,0.5168286
0.114,0.1734623,0.39543372,-0.8333589,-0.028214704,-0.7061478,0.527169
0.116,0.028012112,0.39342964,-0.70374537,-0.026410542,-0.69578385,0.53606075
0.118,-0.11410035,0.39182806,-0.5773425,-0.024663009,-0.68303275,0.5433275
0.12,-0.25167242,0.39033014,-0.45536435,-0.023101307,-0.6685325,0.5488677
0.122,-0.38380235,0.38845924,-0.3393165,-0.021803685,-0.6528389,0.5526528
0.124,-0.50957465,0.38598433,-0.23036513,-0.020825155,-0.63639885,0.55471075
0.126,-0.62835205,0.38252285,-0.12900604,-0.020175822,-0.61952895,0.55513644
0.128,-0.7396034,0.37748313,-0.035377473,-0.019871138,-0.6024854,0.5540751
0.13,-0.84378994,0.37029535,0.050832123,-0.01994548,-0.5854865,0.55167764
0.132,-0.9392514,0.35958886,0.12987262,-0.020456024,-0.56873345,0.54811096
0.134,-1.0258608,0.34513962,0.20098537,-0.02149304,-0.5523842,0.5435711
0.136,-1.103926,0.32722116,0.26372933,-0.023154967,-0.53662413,0.5382402
0.138,-1.1737987,0.30573672,0.3183862,-0.025542006,-0.52168494,0.53229326
0.14,-1.2357061,0.28030613,0.36538896,-0.02876208,-0.5078598,0.5258978
0.142,-1.2898666,0.25094482,0.40497842,-0.032897554,-0.4954989,0.5191848
0.144,-1.3365765,0.21744637,0.43771774,-0.038012512,-0.48498574,0.51226133
0.146,-1.376337,0.18014333,0.463784,-0.044126585,-0.47672486,0.50520056
0.148,-1.4093845,0.13930708,0.48355743,-0.05123827,-0.4711061,0.4980303
0.15,-1.436485,0.095557496,0.49750507,-0.059307218,-0.46844748,0.49073398
0.152,-1.4583127,0.049509913,0.5062089,-0.06824576,-0.4689695,0.48330116
0.154,-1.4752567,0.0017776787,0.5096933,-0.077945754,-0.4727439,0.47570616
0.156,-1.4879646,-0.046804756,0.5084151,-0.08828248,-0.4796799,0.46791238
0.158,-1.496783,-0.09551017,0.5029587,-0.09910123,-0.48954934,0.45988092
0.16,-1.5023947,-0.14348057,0.49378937,-0.110261425,-0.5019582,0.45161673
0.162,-1.505439,-0.1898617,0.4815356,-0.121625744,-0.5163692,0.44314367
0.164,-1.5061805,-0.23385537,0.46653003,-0.13304123,-0.5321094,0.43454328
0.166,-1.5051625,-0.2746987,0.44903886,-0.14436206,-0.54841876,0.4259214
0.168,-1.5027747,-0.3115633,0.42917532,-0.15544614,-0.56449777,0.41739136
0.17,-1.4994465,-0.34384698,0.4071409,-0.16612208,-0.5795762,0.40908587
0.172,-1.4954373,-0.37099585,0.38314342,-0.17618893,-0.59290165,0.40111667
0.174,-1.4911201,-0.39265382,0.3573684,-0.18546936,-0.6038204,0.39359945
0.176,-1.4868827,-0.40835747,0.33004022,-0.19380295,-0.61179984,0.3866266
0.178,-1.4831207,-0.4181432,0.30135316,-0.20104066,-0.61646086,0.380293
0.18,-1.4798636,-0.42180243,0.27142912,-0.20709878,-0.617588,0.37463802
0.182,-1.4774947,-0.41944647,0.24022806,-0.21194367,-0.61511487,0.3696715
0.184,-1.4760232,-0.4112888,0.20761329,-0.21561271,-0.6091198,0.365363
0.186,-1.475522,-0.39768034,0.17355585,-0.21819766,-0.5998021,0.36163792
0.188,-1.4760022,-0.37903565,0.13798898,-0.21986848,-0.587468,0.3583964
0.19,-1.4774916,-0.3560329,0.10094166,-0.22086579,-0.57249755,0.35550955
0.192,-1.4798913,-0.3290221,0.0624153,-0.2214455,-0.55530965,0.35282648
0.194,-1.4832783,-0.2985854,0.022169411,-0.22187223,-0.536356,0.35021383
0.196,-1.4875605,-0.26511684,-0.019687712,-0.22239596,-0.5160819,0.34754288
0.198,-1.4927561,-0.2291072,-0.062969804,-0.22324237,-0.49495313,0.3446939
0.2,-1.4989347,-0.19117972,-0.10738397,-0.22460304,-0.47343922,0.3415804
0.202,-1.5058525,-0.15170284,-0.15269727,-0.22660893,-0.45202494,0.33813792
0.204,-1.5143571,-0.1141215,-0.20036995,-0.22936529,-0.4312063,0.3343336
0.206,-1.5222682,-0.07150546,-0.24559152,-0.2329401,-0.4115038,0.33012444
0.208,-1.5304552,-0.028480887,-0.29067087,-0.23737198,-0.3934274,0.32551393
0.21,-1.5386664,0.014827251,-0.33538505,-0.24268132,-0.3774792,0.32051033
0.212,-1.5466903,0.058465242,-0.37934625,-0.24887225,-0.36412126,0.315109
0.214,-1.5543213,0.10231203,-0.42239815,-0.25595185,-0.35377952,0.3093034
0.216,-1.5612061,0.1463143,-0.46405065,-0.2639348,-0.34683546,0.30307925
0.218,-1.5670849,0.19039819,-0.50392395,-0.27283886,-0.3435561,0.29641685
0.22,-1.5716152,0.23466733,-0.54147625,-0.28268763,-0.34411114,0.2892961
0.222,-1.5745375,0.27914524,-0.5762675,-0.29350373,-0.34856933,0.28169715
0.224,-1.5755008,0.3238534,-0.6076826,-0.30532658,-0.35690403,0.27360657
0.226,-1.5742209,0.36879635,-0.63519025,-0.31819814,-0.36903748,0.26502723
0.228,-1.5700197,0.4138939,-0.65830004,-0.33212104,-0.38480026,0.25597286
0.23,-1.5627466,0.4591552,-0.6764368,-0.34707922,-0.40399474,0.24650054
0.232,-1.5519361,0.50446343,-0.68906355,-0.36303204,-0.42638254,0.2367054
0.234,-1.5374428,0.5497047,-0.69556546,-0.3799087,-0.45166975,0.22673474
0.236,-1.5189118,0.5949883,-0.6958003,-0.39758915,-0.47948587,0.21677646
0.238,-1.496352,0.6402761,-0.68929267,-0.4158796,-0.5093641,0.2070928
0.24,-1.469606,0.6854909,-0.67581606,-0.43453285,-0.5407327,0.19800606
0.242,-1.4385736,0.73055184,-0.65519416,-0.45321465,-0.5729103,0.18989009
0.244,-1.4034745,0.77548593,-0.62731194,-0.4715204,-0.6050648,0.18319014
0.246,-1.3643175,0.8202292,-0.5918603,-0.4889882,-0.6362801,0.17838076
0.248,-1.3213223,0.8646865,-0.5488328,-0.50510496,-0.66556793,0.17593
0.25,-1.2745185,0.9087441,-0.4984555,-0.519367,-0.6919071,0.17630643
0.252,-1.2242675,0.95252335,-0.44082153,-0.5312896,-0.7142618,0.17991236
0.254,-1.1710238,0.9960307,-0.37621874,-0.54043424,-0.7316468,0.1870575
0.256,-1.1150569,1.0393674,-0.3050129,-0.5464468,-0.7431706,0.19794124
0.258,-1.0568802,1.0826254,-0.22789276,-0.5490396,-0.7480766,0.21265209
0.26,-0.996819,1.1257786,-0.14565885,-0.54803365,-0.7457707,0.23115033
0.262,-0.93509454,1.1689355,-0.05915129,-0.5433442,-0.7358638,0.25326863
0.264,-0.8722789,1.2122679,0.030981958,-0.5349804,-0.71817625,0.27875894
0.266,-0.80871683,1.2556436,0.12402192,-0.52304834,-0.69271326,0.30731645
0.268,-0.7449516,1.2992673,0.21891648,-0.507718,-0.6596637,0.33861005
0.27,-0.6811255,1.343079,0.31478605,-0.48921597,-0.6193569,0.37230968
0.272,-0.6174464,1.3870786,0.41059962,-0.46782142,-0.57227486,0.40810126
0.274,-0.5540714,1.4311543,0.5052579,-0.44385326,-0.51899487,0.44572937
