Time_s_,Acc_x_m_s_2_,Acc_y_m_s_2_,Acc_z_m_s_2_,Gyro_x_1_s_,Gyro_y_1_s_,Gyro_z_1_s_
0,-3.557195,-1.2373987,0.10708296,-4.6025677,-8.107299,-2.9005957
0.002,-3.617158,-1.2560405,0.02117157,-4.6098814,-8.057481,-2.8576424
0.004,-3.6812317,-1.2750723,-0.07201667,-4.617411,-8.00146,-2.8087063
0.006,-3.7499604,-1.2941946,-0.1730412,-4.625041,-7.938739,-2.7530138
0.008,-3.8235004,-1.3135223,-0.28239954,-4.6326227,-7.8690658,-2.6899085
0.01,-3.9019196,-1.3330524,-0.40043223,-4.6400356,-7.792531,-2.6188538
0.012,-3.985119,-1.3527874,-0.5276065,-4.647176,-7.7095404,-2.5394716
0.014,-4.073388,-1.3727496,-0.663783,-4.6540117,-7.6208973,-2.4515445
0.016,-4.1667924,-1.3929055,-0.8089989,-4.6606035,-7.527869,-2.3550205
0.018,-4.2650795,-1.4134767,-0.9629502,-4.6670666,-7.432122,-2.2501125
0.02,-4.367874,-1.4347852,-1.1247966,-4.673583,-7.3356237,-2.137278
0.022,-4.4745445,-1.4571061,-1.2940235,-4.6804047,-7.24058,-2.01718
0.024,-4.5848374,-1.4806889,-1.470313,-4.6878104,-7.1492476,-1.8906286
0.026,-4.6985292,-1.5054759,-1.6535962,-4.696088,-7.063789,-1.7584776
0.028,-4.8153424,-1.5311408,-1.8435895,-4.7058144,-6.9836807,-1.6189971
0.03,-4.934793,-1.5575352,-2.0399885,-4.7166033,-6.913945,-1.4764484
0.032,-5.056315,-1.5843258,-2.2425456,-4.728517,-6.855274,-1.3311447
0.034,-5.1794057,-1.6110175,-2.450457,-4.7414227,-6.8080926,-1.1833426
0.036,-5.30311,-1.6373141,-2.6628928,-4.754997,-6.7724977,-1.0332105
0.038,-5.4263697,-1.6626797,-2.878732,-4.76871,-6.7482166,-0.8808007
0.04,-5.5483246,-1.6865621,-3.0964832,-4.781964,-6.7347717,-0.7260783
0.042,-5.6680775,-1.7083262,-3.3146548,-4.794175,-6.7315845,-0.56895494
0.044,-5.784694,-1.7273928,-3.5316844,-4.8048096,-6.7381063,-0.40933132
0.046,-5.8973875,-1.7431493,-3.7461686,-4.8134747,-6.7539253,-0.24715877
0.048,-6.005131,-1.7548496,-3.9568377,-4.819891,-6.778719,-0.08247447
0.05,-6.106903,-1.7614044,-4.162658,-4.8239503,-6.8122873,0.08464575
0.052,-6.202009,-1.761549,-4.3628073,-4.8257465,-6.854803,0.25403118
0.054,-6.28971,-1.7539544,-4.556568,-4.825514,-6.906604,0.4253626
0.056,-6.3725667,-1.7378662,-4.747739,-4.823534,-6.968011,0.5982065
0.058,-6.446239,-1.7110159,-4.9309664,-4.8200817,-7.039195,0.77206993
0.06,-6.510285,-1.6719539,-5.106452,-4.8153687,-7.120064,0.9464655
