Time_s_,Acc_x_m_s_2_,Acc_y_m_s_2_,Acc_z_m_s_2_,Gyro_x_1_s_,Gyro_y_1_s_,Gyro_z_1_s_
0,1.0560433,0.53614306,-0.021710351,0.11692216,-0.21085252,-0.1716182
0.002,1.0444378,0.5386492,-0.026367087,0.11725786,-0.20928939,-0.17067267
0.004,1.0322019,0.541119,-0.031338125,0.11760687,-0.20774344,-0.16960777
0.006,1.0194477,0.5436449,-0.036691014,0.11795531,-0.20625527,-0.16842766
0.008,1.0060751,0.5463575,-0.042196162,0.11828601,-0.2048998,-0.16713074
0.01,0.9922589,0.5491518,-0.04794084,0.11858544,-0.20376465,-0.16571909
0.012,0.97782964,0.5520504,-0.054051075,0.118820086,-0.20294635,-0.16420908
0.014,0.9629364,0.5550854,-0.06057723,0.11897676,-0.20254353,-0.16262639
0.016,0.94776607,0.5581099,-0.06759501,0.11903621,-0.20264734,-0.16100663
0.018,0.93232954,0.56109846,-0.075129375,0.11898537,-0.20332952,-0.15938608
0.02,0.9166955,0.56403935,-0.0831333,0.11882342,-0.20462044,-0.15780365
0.022,0.90109956,0.5669168,-0.09155086,0.118553996,-0.20651397,-0.15629679
0.024,0.88565046,0.5696856,-0.100480594,0.118202746,-0.2089588,-0.15489016
0.026,0.870532,0.5722599,-0.109831065,0.11779982,-0.2118528,-0.15360776
0.028,0.8558749,0.5745927,-0.119736545,0.117389716,-0.2150469,-0.15242492
0.03,0.84180796,0.57680345,-0.13023984,0.11699322,-0.21845926,-0.15140133
0.032,0.8285461,0.57869184,-0.14126715,0.116664834,-0.22191137,-0.15055275
0.034,0.8162685,0.5802225,-0.15283307,0.11643163,-0.2252757,-0.14987524
0.036,0.8052449,0.5813362,-0.1649796,0.11630803,-0.22844599,-0.14936504
0.038,0.7953868,0.58212477,-0.17762873,0.11630639,-0.231347,-0.14903958
0.04,0.7869378,0.5824126,-0.19078985,0.11641976,-0.23392686,-0.14890055
0.042,0.7798516,0.5821972,-0.2044909,0.11663155,-0.23619694,-0.14895521
0.044,0.7742677,0.5814792,-0.21865365,0.11692007,-0.23817605,-0.14920713
0.046,0.7702288,0.58019686,-0.23319289,0.11726021,-0.23991054,-0.14965121
0.048,0.7676225,0.5783349,-0.24801227,0.117623895,-0.24143764,-0.15025426
0.05,0.7665471,0.5759104,-0.2630834,0.11799795,-0.24281447,-0.150979
0.052,0.7668387,0.5729198,-0.27828804,0.11838164,-0.24406835,-0.15177473
0.054,0.76840854,0.5693391,-0.29360282,0.11879383,-0.24520841,-0.15255734
0.056,0.7707931,0.56520355,-0.3091784,0.11927104,-0.24623,-0.15324089
0.058,0.7742716,0.5604312,-0.3246225,0.11983717,-0.24711944,-0.15374987
0.06,0.77880645,0.5550611,-0.33986968,0.120534144,-0.24785487,-0.1539956
0.062,0.7842064,0.5490641,-0.35476238,0.121399105,-0.24841616,-0.15390776
0.064,0.79016274,0.54247063,-0.36912256,0.12244524,-0.24879585,-0.15342678
0.066,0.7966091,0.53533137,-0.38272637,0.12368307,-0.24901305,-0.15251896
0.068,0.8032607,0.5275775,-0.39547822,0.12508959,-0.24909787,-0.15116869
0.07,0.8099916,0.51939815,-0.4072903,0.1266408,-0.24910198,-0.14938718
0.072,0.81663615,0.5107367,-0.41818622,0.12828504,-0.2490844,-0.14720276
