Time_s_,Acc_x_m_s_2_,Acc_y_m_s_2_,Acc_z_m_s_2_,Gyro_x_1_s_,Gyro_y_1_s_,Gyro_z_1_s_
0,0.6278908,0.22677362,-1.318847,0.5310218,0.6021168,0.15244167
0.002,0.5866516,0.25113362,-1.3190815,0.5284588,0.59201133,0.16520011
0.004,0.54362446,0.27505976,-1.3191707,0.52584803,0.58117753,0.17890193
0.006,0.49898848,0.29819095,-1.3191622,0.5232479,0.56965387,0.19353926
0.008,0.45304874,0.32037154,-1.319363,0.5207268,0.55750346,0.20903623
0.01,0.40589905,0.34122947,-1.3199799,0.5183655,0.54482734,0.2252548
0.012,0.3574586,0.36059767,-1.3215957,0.5162463,0.5317581,0.24202898
0.014,0.3068615,0.37859467,-1.3236061,0.5144828,0.5184622,0.2591624
0.016,0.25565067,0.39438325,-1.3256079,0.5131596,0.5051018,0.2764016
0.018,0.20525306,0.40750533,-1.3277968,0.5123579,0.49181715,0.29346487
0.02,0.15477881,0.41870624,-1.330097,0.51214564,0.47874364,0.31008828
0.022,0.1043886,0.428928,-1.3315471,0.5125483,0.46597347,0.32605425
0.024,0.055496708,0.43852118,-1.3324062,0.51353675,0.45355338,0.34119323
0.026,0.008565024,0.4468128,-1.3336489,0.515067,0.44147405,0.35538456
0.028,-0.035983607,0.45252925,-1.3354046,0.517004,0.42921177,0.3691381
0.03,-0.07803334,0.45528272,-1.3390671,0.51942575,0.4173317,0.38165808
0.032,-0.11735055,0.4549191,-1.344983,0.52224994,0.40565565,0.39316505
0.034,-0.15326749,0.4510204,-1.3526367,0.52544177,0.39403865,0.40392944
0.036,-0.18604648,0.44285956,-1.3623446,0.5290227,0.38239652,0.4142938
0.038,-0.21267293,0.43027383,-1.3737404,0.53307235,0.37072283,0.42460608
0.04,-0.23243687,0.41722322,-1.3869171,0.5377387,0.35910094,0.43520766
0.042,-0.24587578,0.40676114,-1.4033433,0.54320353,0.34766698,0.4463984
0.044,-0.2536224,0.39875102,-1.4244457,0.54961294,0.33648735,0.4584579
0.046,-0.2558369,0.39185628,-1.4510508,0.55708265,0.32565355,0.47172132
0.048,-0.2523611,0.38571602,-1.4833524,0.56578344,0.3153613,0.4865171
0.05,-0.24332976,0.38088343,-1.5210484,0.57584953,0.30581743,0.503105
0.052,-0.2290034,0.3783148,-1.564013,0.58727777,0.2970557,0.52170175
0.054,-0.20966133,0.3789188,-1.6124458,0.5999561,0.28906918,0.5424433
0.056,-0.18726063,0.3843872,-1.6668104,0.613796,0.2818453,0.56518644
0.058,-0.16041854,0.39391282,-1.7270631,0.6287145,0.2753893,0.58966875
0.06,-0.1298674,0.4076728,-1.7930453,0.6445118,0.26961783,0.61561567
0.062,-0.09659973,0.42546454,-1.8642571,0.66080385,0.26424834,0.6425938
0.064,-0.06150806,0.44692227,-1.9395473,0.67713165,0.2590219,0.6699006
0.066,-0.025325626,0.47110596,-2.0173316,0.69306636,0.25378242,0.6965678
0.068,0.011283517,0.49700168,-2.0959501,0.7081078,0.24850851,0.72185135
0.07,0.047585577,0.5233563,-2.1734643,0.72162455,0.24336389,0.7450798
0.072,0.08317298,0.5491675,-2.247975,0.73300123,0.23850733,0.76497775
0.074,0.11793378,0.5735691,-2.3177404,0.7417493,0.2339387,0.7800257
0.076,0.15159869,0.5954788,-2.3809307,0.7474587,0.22949329,0.78931344
0.078,0.18394865,0.6138836,-2.435789,0.7497254,0.22488204,0.79267955
0.08,0.21499552,0.62771523,-2.480741,0.7481446,0.21973005,0.7905532
0.082,0.24479793,0.6360627,-2.514295,0.7424082,0.21356866,0.7838992
0.084,0.27358788,0.6381563,-2.535034,0.73230994,0.20583123,0.7740593
0.086,0.30144316,0.6335517,-2.5418437,0.7177701,0.1958768,0.7625484
0.088,0.32876676,0.62214875,-2.5337627,0.6988131,0.18301585,0.75085425
0.09,0.35579425,0.6040734,-2.510161,0.6755982,0.16663006,0.7402004
0.092,0.3825119,0.5797485,-2.4707751,0.6484853,0.14625037,0.7313957
0.094,0.40935802,0.54944515,-2.4161344,0.6180539,0.12159902,0.7248113
0.096,0.43686897,0.5136199,-2.3468018,0.5851554,0.09267753,0.72046065
