Time, 0, Pos_X, 0.0, Pos_Y, 0.0, Pos_Z, 0.0, BFx, 1, 0, 0,                         BFy, 0, -1, 0, BFz, 0, 0, -1
Time, 0.0, Pos_X, 0.0, Pos_Y, 0.0, Pos_Z, 0.0, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -1.0, 0.0, BFz, 0.0, 0.0, -1.0
Time, 0.002, Pos_X, 1.425001e-06, Pos_Y, -1.8093524291155557e-06, Pos_Z, -5.812125367018779e-07, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.999999967828069, -0.00025366091727974615, BFz, 0.0, 0.0002536609172797462, -0.999999967828069
Time, 0.004, Pos_X, 5.89126746e-06, Pos_Y, -7.220799156446255e-06, Pos_Z, -2.183133264030925e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999998723783075, -0.0005052161605078185, BFz, 0.0, 0.0005052161605078185, -0.9999998723783075
Time, 0.006, Pos_X, 1.3786923519999999e-05, Pos_Y, -1.62023232457596e-05, Pos_Z, -4.518980274646986e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999997152651318, -0.0007546321323766317, BFz, 0.0, 0.0007546321323766316, -0.9999997152651318
Time, 0.008, Pos_X, 2.551062512e-05, Pos_Y, -2.8724167469726087e-05, Pos_Z, -7.295134110979206e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999994980738866, -0.0010019241363693372, BFz, 0.0, 0.001001924136369337, -0.9999994980738866
Time, 0.01, Pos_X, 4.147005752e-05, Pos_Y, -4.4758989021650094e-05, Pos_Z, -1.0211539555278888e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999992222855917, -0.0012471680766863718, BFz, 0.0, 0.0012471680766863718, -0.9999992222855917
Time, 0.012, Pos_X, 6.208036592e-05, Pos_Y, -6.428300851629808e-05, Pos_Z, -1.2963250522531672e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999988893786008, -0.0014903830262493277, BFz, 0.0, 0.0014903830262493277, -0.9999988893786008
Time, 0.014, Pos_X, 8.776165572e-05, Pos_Y, -8.727726103889327e-05, Pos_Z, -1.5242286802920391e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.999998500859244, -0.0017315540027184222, BFz, 0.0, 0.0017315540027184222, -0.9999985008592439
Time, 0.016, Pos_X, 0.00011893550992, Pos_Y, -0.00011372866953639224, Pos_Z, -1.673929618435597e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999980583853244, -0.0019705901606234177, BFz, 0.0, 0.0019705901606234177, -0.9999980583853244
Time, 0.018, Pos_X, 0.00015602160431999997, Pos_Y, -0.0001436314499331037, Pos_Z, -1.7145385930765447e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999975639520533, -0.0022072811236507036, BFz, 0.0, 0.002207281123650704, -0.9999975639520534
Time, 0.02, Pos_X, 0.00019943359012, Pos_Y, -0.00017698831967104755, Pos_Z, -1.6154620597867968e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999970201262665, -0.002441257583117326, BFz, 0.0, 0.0024412575831173275, -0.9999970201262665
Time, 0.022, Pos_X, 0.00024957440772, Pos_Y, -0.00021381148088492737, Pos_Z, -1.346708344584604e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.999996430315266, -0.002671957470646862, BFz, 0.0, 0.0026719574706468635, -0.9999964303152661
Time, 0.024, Pos_X, 0.00030683161892, Pos_Y, -0.00025412358066436005, Pos_Z, -8.79180595386762e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999957988624599, -0.0028986647667633893, BFz, 0.0, 0.00289866476676339, -0.9999957988624599
Time, 0.026, Pos_X, 0.00037157250011999996, Pos_Y, -0.0002979584918235942, Pos_Z, -1.849550309802973e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.999995131165045, -0.003120520181557557, BFz, 0.0, 0.0031205201815575584, -0.999995131165045
Time, 0.028, Pos_X, 0.00044413871892000004, Pos_Y, -0.0003453620913176858, Pos_Z, 7.6243399127309055e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.999994434302769, -0.003336369806244822, BFz, 0.0, 0.0033363698062448227, -0.999994434302769
Time, 0.03, Pos_X, 0.00052484077692, Pos_Y, -0.00039639264407555, Pos_Z, 1.9876678176444375e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999937155524734, -0.003545258179318331, BFz, 0.0, 0.003545258179318332, -0.9999937155524732
Time, 0.032, Pos_X, 0.00061395253932, Pos_Y, -0.0004511212659066244, Pos_Z, 3.5132504362953734e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999929834841389, -0.0037460622645403103, BFz, 0.0, 0.0037460622645403103, -0.9999929834841386
Time, 0.034, Pos_X, 0.0007117061215200001, Pos_Y, -0.0005096325289902364, Pos_Z, 5.359143467912367e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999922476239805, -0.0039375997687171056, BFz, 0.0, 0.0039375997687171056, -0.9999922476239802
Time, 0.036, Pos_X, 0.0008182874739199998, Pos_Y, -0.000572024414608956, Pos_Z, 7.542493600998548e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999915174340682, -0.0041188663377753915, BFz, 0.0, 0.0041188663377753915, -0.999991517434068
Time, 0.038, Pos_X, 0.0009338326683199999, Pos_Y, -0.0006384076961082567, Pos_Z, 0.00010077425225099449, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.999990801453394, -0.004289173416564417, BFz, 0.0, 0.004289173416564417, -0.9999908014533938
Time, 0.04, Pos_X, 0.0010584249079200001, Pos_Y, -0.0007089045049229118, Pos_Z, 0.00012974828152078754, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.999990106037089, -0.004448351147334849, BFz, 0.0, 0.004448351147334849, -0.9999901060370889
