Time, 0, Pos_X, 0.0, Pos_Y, 0.0, Pos_Z, 0.0, BFx, 1, 0, 0,                         BFy, 0, -1, 0, BFz, 0, 0, -1
Time, 0.0, Pos_X, 0.0, Pos_Y, 0.0, Pos_Z, 0.0, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -1.0, 0.0, BFz, 0.0, 0.0, -1.0
Time, 0.002, Pos_X, 5.236249e-07, Pos_Y, 4.4303424157040755e-07, Pos_Z, -9.822052515689952e-07, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999999503153442, 0.0003152289787793188, BFz, 0.0, -0.0003152289787793188, -0.9999999503153442
Time, 0.004, Pos_X, 2.1065511e-06, Pos_Y, 1.7468246968478916e-06, Pos_Z, -3.9316146581100315e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999997929284762, 0.0006435394355804326, BFz, 0.0, -0.0006435394355804326, -0.9999997929284761
Time, 0.006, Pos_X, 4.7735086200000005e-06, Pos_Y, 3.859396046437509e-06, Pos_Z, -8.854326951087477e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999995138177526, 0.0009860853201942433, BFz, 0.0, -0.0009860853201942436, -0.9999995138177526
Time, 0.008, Pos_X, 8.55002872e-06, Pos_Y, 6.7259174547147944e-06, Pos_Z, -1.5757234911380816e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999990969584381, 0.0013439056174656446, BFz, 0.0, -0.0013439056174656449, -0.9999990969584381
Time, 0.01, Pos_X, 1.3462405820000001e-05, Pos_Y, 1.028865962007923e-05, Pos_Z, -2.4647792619714698e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999985243122534, 0.0017179561449438905, BFz, 0.0, -0.001717956144943891, -0.9999985243122534
Time, 0.012, Pos_X, 1.9537770940000003e-05, Pos_Y, 1.4486830381042727e-05, Pos_Z, -3.5533982528124e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999977763339589, 0.002108868686858715, BFz, 0.0, -0.002108868686858715, -0.9999977763339587
Time, 0.014, Pos_X, 2.680412442e-05, Pos_Y, 1.9256601083708e-05, Pos_Z, -4.8424083537436235e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999968325209517, 0.0025169322725532204, BFz, 0.0, -0.00251693227255322, -0.9999968325209515
Time, 0.016, Pos_X, 3.52904883e-05, Pos_Y, 2.453123677076824e-05, Pos_Z, -6.332627668972305e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999956720146491, 0.0029420999255375265, BFz, 0.0, -0.002942099925537526, -0.9999956720146487
Time, 0.018, Pos_X, 4.502648085999999e-05, Pos_Y, 3.0240833177578062e-05, Pos_Z, -8.02482857038537e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999942743524064, 0.0033839713955093166, BFz, 0.0, -0.0033839713955093158, -0.999994274352406
Time, 0.02, Pos_X, 5.604234072e-05, Pos_Y, 3.631214999294101e-05, Pos_Z, -9.919721904585415e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999926202500705, 0.003841802363458531, BFz, 0.0, -0.00384180236345853, -0.9999926202500701
Time, 0.022, Pos_X, 6.836898491999999e-05, Pos_Y, 4.266842663536494e-05, Pos_Z, -0.00012017930072812827, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999906924072102, 0.004314521868012621, BFz, 0.0, -0.00431452186801262, -0.99999069240721
Time, 0.024, Pos_X, 8.203765308e-05, Pos_Y, 4.9229256635128126e-05, Pos_Z, -0.00014319947182904938, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999884757999851, 0.004800861091887166, BFz, 0.0, -0.004800861091887165, -0.9999884757999848
Time, 0.026, Pos_X, 9.707991491999999e-05, Pos_Y, 5.5910564542029943e-05, Pos_Z, -0.00016826098444518026, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999859581756187, 0.005299382189529337, BFz, 0.0, -0.005299382189529336, -0.9999859581756186
Time, 0.028, Pos_X, 0.00011352759254, Pos_Y, 6.262460488240464e-05, Pos_Z, -0.00019536494190261212, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999831273071966, 0.005809053358321901, BFz, 0.0, -0.0058090533583219, -0.9999831273071965
Time, 0.03, Pos_X, 0.00013141267085999998, Pos_Y, 6.927981791140963e-05, Pos_Z, -0.0002245101754703721, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999799774617881, 0.006328086244878858, BFz, 0.0, -0.006328086244878858, -0.999979977461788
Time, 0.032, Pos_X, 0.00015076714033999999, Pos_Y, 7.578062420635557e-05, Pos_Z, -0.00025569298809355843, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999765063422918, 0.006854689158921939, BFz, 0.0, -0.006854689158921938, -0.9999765063422918
Time, 0.034, Pos_X, 0.0001716227553, Pos_Y, 8.202750617116147e-05, Pos_Z, -0.0002889067083969946, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.999972715130705, 0.007387082924069389, BFz, 0.0, -0.007387082924069389, -0.9999727151307051
Time, 0.036, Pos_X, 0.00019401122671999993, Pos_Y, 8.791714120759398e-05, Pos_Z, -0.0003241413957073988, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999686083304729, 0.007923531637996683, BFz, 0.0, -0.007923531637996683, -0.999968608330473
Time, 0.038, Pos_X, 0.00021796435423999995, Pos_Y, 9.334262615750145e-05, Pos_Z, -0.0003613832122222017, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999641935406695, 0.008462365896099935, BFz, 0.0, -0.008462365896099932, -0.9999641935406696
Time, 0.04, Pos_X, 0.00024351404165999998, Pos_Y, 9.819386611157917e-05, Pos_Z, -0.00040061380240131333, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999594816708662, 0.009001945152770618, BFz, 0.0, -0.009001945152770615, -0.9999594816708663
Time, 0.042, Pos_X, 0.0002706921635, Pos_Y, 0.00010235764252436734, Pos_Z, -0.0004418098667634106, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999544853216632, 0.009540822034216022, BFz, 0.0, -0.009540822034216016, -0.9999544853216633
Time, 0.044, Pos_X, 0.00029953068441999995, Pos_Y, 0.00010571778399662338, Pos_Z, -0.0004849427896276116, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999492184723284, 0.010077721795165456, BFz, 0.0, -0.01007772179516545, -0.9999492184723285
Time, 0.046, Pos_X, 0.00033006177996, Pos_Y, 0.00010815533860940635, Pos_Z, -0.0005299787331758875, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999436961403915, 0.010611529064833685, BFz, 0.0, -0.010611529064833682, -0.9999436961403915
Time, 0.048, Pos_X, 0.00036231776576000003, Pos_Y, 0.00010954860021130957, Pos_Z, -0.0005768788535623403, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999379332188203, 0.01114135135767165, BFz, 0.0, -0.011141351357671645, -0.9999379332188204
Time, 0.05, Pos_X, 0.00039633087540000007, Pos_Y, 0.00010977320137501543, Pos_Z, -0.0006255997445395942, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.999931943771134, 0.01166652587887667, BFz, 0.0, -0.011666525878876668, -0.9999319437711341
Time, 0.052, Pos_X, 0.00043213325704, Pos_Y, 0.00010870237997970928, Pos_Z, -0.0006760939945505045, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999257412517715, 0.012186549228409276, BFz, 0.0, -0.012186549228409277, -0.9999257412517716
Time, 0.054, Pos_X, 0.00046975713796, Pos_Y, 0.00010620720766114075, Pos_Z, -0.00072831053685302, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999193380271805, 0.012701080240918207, BFz, 0.0, -0.012701080240918209, -0.9999193380271806
