Time, 0, Pos_X, 0.0, Pos_Y, 0.0, Pos_Z, 0.0, BFx, 1.0, 0.0, 0.0,                         BFy, 0.0, 1.0, 0.0, BFz, 0.0, 0.0, 1.0
Time, 0.0, Pos_X, 0.0, Pos_Y, 0.0, Pos_Z, 0.0, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 1.0, 0.0, BFz, 0.0, 0.0, 1.0
Time, 0.002, Pos_X, 5.803637e-07, Pos_Y, -4.941406697451419e-07, Pos_Z, 4.77321665688004e-07, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999989990501025, -0.0014148847279235699, BFz, 0.0, 0.0014148847279235699, 0.9999989990501024
Time, 0.004, Pos_X, 2.29474774e-06, Pos_Y, -1.9650872429448734e-06, Pos_Z, 1.927493183892021e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999960097898756, -0.0028249609425980856, BFz, 0.0, 0.0028249609425980847, 0.9999960097898756
Time, 0.006, Pos_X, 5.087744280000001e-06, Pos_Y, -4.389069628882556e-06, Pos_Z, 4.390709542110959e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999910579436323, -0.004228951734779984, BFz, 0.0, 0.004228951734779984, 0.9999910579436323
Time, 0.008, Pos_X, 8.900551360000002e-06, Pos_Y, -7.740995339553247e-06, Pos_Z, 7.914152607167814e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999841785033963, -0.005625188253513304, BFz, 0.0, 0.005625188253513304, 0.9999841785033966
Time, 0.01, Pos_X, 1.3671238740000003e-05, Pos_Y, -1.1994467416033224e-05, Pos_Z, 1.2552155971686285e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.999975418657997, -0.007011567568188312, BFz, 0.0, 0.007011567568188313, 0.9999754186579973
Time, 0.012, Pos_X, 1.9334478420000005e-05, Pos_Y, -1.712135547616905e-05, Pos_Z, 1.8366873130458857e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999648405043733, -0.008385568261167622, BFz, 0.0, 0.008385568261167623, 0.9999648405043736
Time, 0.014, Pos_X, 2.5822079980000007e-05, Pos_Y, -2.3091810518626085e-05, Pos_Z, 2.5428204306141898e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999525230555649, -0.009744312947003255, BFz, 0.0, 0.009744312947003259, 0.9999525230555654
Time, 0.016, Pos_X, 3.306368562000001e-05, Pos_Y, -2.9874318130217867e-05, Pos_Z, 3.381354710719787e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999385637531426, -0.011084616335346296, BFz, 0.0, 0.0110846163353463, 0.9999385637531429
Time, 0.018, Pos_X, 4.09876269e-05, Pos_Y, -3.743566103533244e-05, Pos_Z, 4.360720652921176e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999230768195063, -0.012403243277906928, BFz, 0.0, 0.012403243277906933, 0.9999230768195068
Time, 0.02, Pos_X, 4.952126862000001e-05, Pos_Y, -4.5740654084451734e-05, Pos_Z, 5.490001220966521e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999061901470967, -0.013697113035874516, BFz, 0.0, 0.013697113035874522, 0.9999061901470971
Time, 0.022, Pos_X, 5.8590986048000006e-05, Pos_Y, -5.4751654377313016e-05, Pos_Z, 6.778911366723097e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9998880394202104, -0.014963576591419031, BFz, 0.0, 0.01496357659141904, 0.9998880394202108
