Time, 0, Pos_X, 0.0, Pos_Y, 0.0, Pos_Z, 0.0, BFx, 1.0, 0.0, 0.0,                         BFy, 0.0, 1.0, 0.0, BFz, 0.0, 0.0, 1.0
Time, 0.0, Pos_X, 0.0, Pos_Y, 0.0, Pos_Z, 0.0, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 1.0, 0.0, BFz, 0.0, 0.0, 1.0
Time, 0.002, Pos_X, 3.089066e-07, Pos_Y, -4.900422641349902e-08, Pos_Z, -6.288429491066848e-07, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999990699184628, 0.0013638776371607062, BFz, 0.0, -0.0013638776371607062, 0.9999990699184628
Time, 0.004, Pos_X, 1.4589603999999998e-06, Pos_Y, -3.9467559771267923e-07, Pos_Z, -2.2795632228934647e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999958197208229, 0.002891459990956599, BFz, 0.0, -0.002891459990956599, 0.999995819720823
Time, 0.006, Pos_X, 3.89332154e-06, Pos_Y, -1.4230361247310836e-06, Pos_Z, -4.4693689673495905e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999894249269132, 0.0045989166486381985, BFz, 0.0, -0.0045989166486381985, 0.9999894249269133
Time, 0.008, Pos_X, 8.04707102e-06, Pos_Y, -3.4953317035726143e-06, Pos_Z, -6.694519323574779e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999788713291977, 0.00650053037709094, BFz, 0.0, -0.006500530377090941, 0.9999788713291978
Time, 0.01, Pos_X, 1.4344618099999999e-05, Pos_Y, -6.943621307616269e-06, Pos_Z, -8.434272631193053e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999629637377387, 0.008606459948056668, BFz, 0.0, -0.008606459948056672, 0.9999629637377389
Time, 0.012, Pos_X, 2.319680308e-05, Pos_Y, -1.2066809175930575e-05, Pos_Z, -9.155709649478925e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999403770596498, 0.010919813451028685, BFz, 0.0, -0.01091981345102869, 0.9999403770596498
Time, 0.014, Pos_X, 3.4998620160000006e-05, Pos_Y, -1.9127889070144066e-05, Pos_Z, -8.318984738596637e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999097641812362, 0.01343367019933846, BFz, 0.0, -0.013433670199338466, 0.999909764181236
Time, 0.016, Pos_X, 5.012744764000001e-05, Pos_Y, -2.8351751176622413e-05, Pos_Z, -5.384040613068458e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9998699250372093, 0.016128639312893347, BFz, 0.0, -0.01612863931289335, 0.9998699250372091
Time, 0.018, Pos_X, 6.894069601999999e-05, Pos_Y, -3.9922864457269115e-05, Pos_Z, 1.806674207192053e-07, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9998200242255219, 0.018971535459129604, BFz, 0.0, -0.018971535459129607, 0.9998200242255216
Time, 0.02, Pos_X, 9.177313670000001e-05, Pos_Y, -5.3982427082401764e-05, Pos_Z, 8.885241075618012e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9997598343803519, 0.021915144530020057, BFz, 0.0, -0.02191514453002006, 0.9997598343803517
Time, 0.022, Pos_X, 0.00011893467997999998, Pos_Y, -7.06248412334679e-05, Pos_Z, 2.1203563132126664e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9996899834518005, 0.024898533815054136, BFz, 0.0, -0.02489853381505414, 0.9996899834518003
Time, 0.024, Pos_X, 0.00015071037786000002, Pos_Y, -8.989606237956479e-05, Pos_Z, 3.756290978689249e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.999612170615733, 0.027847950676898357, BFz, 0.0, -0.02784795067689836, 0.9996121706157328
Time, 0.026, Pos_X, 0.00018736260333999998, Pos_Y, -0.00011179516462471829, Pos_Z, 5.833824841637878e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9995292991452855, 0.03067865952311184, BFz, 0.0, -0.030678659523111843, 0.9995292991452853
Time, 0.028, Pos_X, 0.00022913333282, Pos_Y, -0.0001362780038962206, Pos_Z, 8.38481183529139e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9994453468102957, 0.033301632681422895, BFz, 0.0, -0.0333016326814229, 0.9994453468102955
Time, 0.03, Pos_X, 0.00027624636969999995, Pos_Y, -0.00016326204799983185, Pos_Z, 0.00011434961601300483, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9993654674687239, 0.035618287873219114, BFz, 0.0, -0.035618287873219114, 0.9993654674687237
Time, 0.032, Pos_X, 0.00032890952058, Pos_Y, -0.00019263082885575533, Pos_Z, 0.00015003099842510862, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9992954087338182, 0.0375324670586936, BFz, 0.0, -0.03753246705869361, 0.9992954087338181
Time, 0.034, Pos_X, 0.0003873171540600001, Pos_Y, -0.0002242371512164429, Pos_Z, 0.00019100439857509365, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.999240938928621, 0.0389556923831278, BFz, 0.0, -0.0389556923831278, 0.9992409389286208
Time, 0.036, Pos_X, 0.0004516523755399999, Pos_Y, -0.0002579061024095152, Pos_Z, 0.00023730190856267647, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9992071693377023, 0.03981246970657873, BFz, 0.0, -0.03981246970657872, 0.9992071693377022
Time, 0.038, Pos_X, 0.0005220886196199999, Pos_Y, -0.0002934386743494444, Pos_Z, 0.00028887545193663017, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9991978825503374, 0.04004486867156646, BFz, 0.0, -0.04004486867156645, 0.9991978825503373
