Time, 0, Pos_X, 0.0, Pos_Y, 0.0, Pos_Z, 0.0, BFx, 1.0, 0.0, 0.0,                         BFy, 0.0, 1.0, 0.0, BFz, 0.0, 0.0, 1.0
Time, 0.0, Pos_X, 0.0, Pos_Y, 0.0, Pos_Z, 0.0, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 1.0, 0.0, BFz, 0.0, 0.0, 1.0
Time, 0.002, Pos_X, -4.6058986e-07, Pos_Y, 8.251406114148135e-08, Pos_Z, 1.8666915124211665e-07, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999993966528464, 0.001098496219075091, BFz, 0.0, -0.0010984962190750912, 0.9999993966528464
Time, 0.004, Pos_X, -1.81552458e-06, Pos_Y, 3.2250220231811045e-07, Pos_Z, 7.22286901050976e-07, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999975660179748, 0.002206344969930258, BFz, 0.0, -0.002206344969930258, 0.9999975660179747
Time, 0.006, Pos_X, -4.01024582e-06, Pos_Y, 7.045954650011461e-07, Pos_Z, 1.5606827900240305e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.999994472803178, 0.0033248102343596034, BFz, 0.0, -0.003324810234359603, 0.9999944728031778
Time, 0.008, Pos_X, -6.98848844e-06, Pos_Y, 1.2128764839068608e-06, Pos_Z, 2.6612567576994917e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999900757065434, 0.004455164241822383, BFz, 0.0, -0.004455164241822382, 0.9999900757065433
Time, 0.01, Pos_X, -1.069222284e-05, Pos_Y, 1.8308293830871824e-06, Pos_Z, 3.989583067554262e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999843272349942, 0.00559868595085355, BFz, 0.0, -0.00559868595085355, 0.9999843272349941
Time, 0.012, Pos_X, -1.506153012e-05, Pos_Y, 2.5413522973120114e-06, Pos_Z, 5.518319007612358e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999771743562696, 0.006756535092109678, BFz, 0.0, -0.006756535092109678, 0.9999771743562696
Time, 0.014, Pos_X, -2.00344231e-05, Pos_Y, 3.327022592852497e-06, Pos_Z, 7.2284214904465565e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999685594203145, 0.007929701814147585, BFz, 0.0, -0.007929701814147585, 0.9999685594203146
Time, 0.016, Pos_X, -2.554728562e-05, Pos_Y, 4.170518927551756e-06, Pos_Z, 9.11015965646933e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999584218997682, 0.009118907375616448, BFz, 0.0, -0.009118907375616448, 0.9999584218997686
Time, 0.018, Pos_X, -3.153536444e-05, Pos_Y, 5.054944979188072e-06, Pos_Z, 1.1164439535440008e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.999946701021292, 0.010324491107812053, BFz, 0.0, -0.010324491107812056, 0.9999467010212922
Time, 0.02, Pos_X, -3.793296788e-05, Pos_Y, 5.964256748982318e-06, Pos_Z, 1.3403923757223421e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999333390488232, 0.011546317970312553, BFz, 0.0, -0.011546317970312555, 0.9999333390488233
Time, 0.022, Pos_X, -4.4673704651999996e-05, Pos_Y, 6.883676424926916e-06, Pos_Z, 1.5854039205098865e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999182851234657, 0.012783703522366487, BFz, 0.0, -0.01278370352236649, 0.9999182851234658
Time, 0.024, Pos_X, -5.1690843856e-05, Pos_Y, 7.800367282147871e-06, Pos_Z, 1.8553979612128385e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9999014993282631, 0.014035371070682848, BFz, 0.0, -0.014035371070682853, 0.999901499328263
Time, 0.026, Pos_X, -5.891783839999999e-05, Pos_Y, 8.7039955900168e-06, Pos_Z, 2.1557402400687374e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9998829564772637, 0.015299455751320887, BFz, 0.0, -0.015299455751320893, 0.9998829564772636
Time, 0.028, Pos_X, -6.6288640284e-05, Pos_Y, 9.587194302353544e-06, Pos_Z, 2.4932991847575277e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, 0.9998626455253348, 0.016573776970829852, BFz, 0.0, -0.01657377697082986, 0.9998626455253348
