Time, 0, Pos_X, 0.0, Pos_Y, 0.0, Pos_Z, 0.0, BFx, 1, 0, 0,                         BFy, 0, -1, 0, BFz, 0, 0, -1
Time, 0.0, Pos_X, 0.0, Pos_Y, 0.0, Pos_Z, 0.0, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -1.0, 0.0, BFz, 0.0, 0.0, -1.0
Time, 0.002, Pos_X, -2.3319543999999996e-06, Pos_Y, -3.920931238709935e-07, Pos_Z, -2.1157381136619025e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999995930152078, -0.0009022025376057428, BFz, 0.0, 0.0009022025376057428, -0.9999995930152077
Time, 0.004, Pos_X, -9.3649344e-06, Pos_Y, -1.5924752905397575e-06, Pos_Z, -8.41772045767449e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999983063606346, -0.0018404553409767576, BFz, 0.0, 0.0018404553409767574, -0.9999983063606345
Time, 0.006, Pos_X, -2.1171999e-05, Pos_Y, -3.6505967688639698e-06, Pos_Z, -1.8809689816870965e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999960278089529, -0.002818575228020975, BFz, 0.0, 0.0028185752280209747, -0.9999960278089527
Time, 0.008, Pos_X, -3.78236316e-05, Pos_Y, -6.618481679324201e-06, Pos_Z, -3.3183870386811545e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999926243912358, -0.0038407242974122127, BFz, 0.0, 0.0038407242974122123, -0.9999926243912356
Time, 0.01, Pos_X, -5.93872064e-05, Pos_Y, -1.0550666982506822e-05, Pos_Z, -5.1420908305103676e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999879386765871, -0.00491146631364352, BFz, 0.0, 0.00491146631364352, -0.9999879386765871
Time, 0.012, Pos_X, -8.592540740000001e-05, Pos_Y, -1.5503918106081236e-05, Pos_Z, -7.338910852202285e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999817845857498, -0.0060357681117274836, BFz, 0.0, 0.006035768111727484, -0.9999817845857499
Time, 0.014, Pos_X, -0.0001174939254, Pos_Y, -2.1536631228632337e-05, Pos_Z, -9.894321398806844e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999739430194675, -0.007218952977974064, BFz, 0.0, 0.007218952977974065, -0.9999739430194676
Time, 0.016, Pos_X, -0.0001541392848, Pos_Y, -2.8708198802317802e-05, Pos_Z, -0.0001279232301451119, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999641562825242, -0.008466767398410074, BFz, 0.0, 0.008466767398410076, -0.9999641562825244
Time, 0.018, Pos_X, -0.00019589675739999996, Pos_Y, -3.70784721923431e-05, Pos_Z, -0.00016015340178468317, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999521221084139, -0.00978537126936089, BFz, 0.0, 0.009785371269360894, -0.9999521221084142
