Time, 0, Pos_X, 0.0, Pos_Y, 0.0, Pos_Z, 0.0, BFx, 1, 0, 0,                         BFy, 0, -1, 0, BFz, 0, 0, -1
Time, 0.0, Pos_X, 0.0, Pos_Y, 0.0, Pos_Z, 0.0, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -1.0, 0.0, BFz, 0.0, 0.0, -1.0
Time, 0.002, Pos_X, -3.6701202e-06, Pos_Y, 7.613965971461086e-06, Pos_Z, 6.158387846065794e-06, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999768320156955, 0.006807013431252725, BFz, 0.0, -0.006807013431252724, -0.9999768320156955
Time, 0.004, Pos_X, -1.4696694999999999e-05, Pos_Y, 3.053710229618978e-05, Pos_Z, 2.447367707745915e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999104739141168, 0.013380738277325317, BFz, 0.0, -0.013380738277325315, -0.9999104739141169
Time, 0.006, Pos_X, -3.3122448199999994e-05, Pos_Y, 6.893733535277288e-05, Pos_Z, 5.4611369502163604e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9998060285605096, 0.019695310458613568, BFz, 0.0, -0.019695310458613568, -0.9998060285605097
Time, 0.008, Pos_X, -5.9011677999999996e-05, Pos_Y, 0.00012299286180321342, Pos_Z, 9.620720043472956e-05, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.999669092730268, 0.025723628045874972, BFz, 0.0, -0.02572362804587498, -0.999669092730268
Time, 0.01, Pos_X, -9.245220379999999e-05, Pos_Y, 0.00019289095666117414, Pos_Z, 0.00014886709521916665, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9995057024523819, 0.031438046459192764, BFz, 0.0, -0.03143804645919277, -0.999505702452382
Time, 0.012, Pos_X, -0.00013355874319999998, Pos_Y, 0.00027882617891168677, Pos_Z, 0.0002121665468511863, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9993222390119889, 0.03681117515192066, BFz, 0.0, -0.036811175151920665, -0.9993222390119889
Time, 0.014, Pos_X, -0.00018247647739999998, Pos_Y, 0.00038099732164397496, Pos_Z, 0.0002856499793100887, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9991253009741125, 0.0418166588023124, BFz, 0.0, -0.0418166588023124, -0.9991253009741125
Time, 0.016, Pos_X, -0.00023938286559999997, Pos_Y, 0.0004996043526988294, Pos_Z, 0.00036883119823661703, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9989215631555756, 0.04642963130179847, BFz, 0.0, -0.04642963130179848, -0.9989215631555757
Time, 0.018, Pos_X, -0.0003044891575999999, Pos_Y, 0.0006348450692378578, Pos_Z, 0.0004611939916359298, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9987176256719091, 0.05062710906484339, BFz, 0.0, -0.05062710906484339, -0.9987176256719092
Time, 0.02, Pos_X, -0.00037804169279999995, Pos_Y, 0.0007869108600304724, Pos_Z, 0.0005621934771535866, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9985198429509606, 0.05438863147007649, BFz, 0.0, -0.0543886314700765, -0.9985198429509607
Time, 0.022, Pos_X, -0.0004603232523999999, Pos_Y, 0.0009559819566104331, Pos_Z, 0.0006712581990525428, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9983341785846026, 0.0576963419100873, BFz, 0.0, -0.057696341910087316, -0.9983341785846028
Time, 0.024, Pos_X, -0.0005516562636, Pos_Y, 0.0011422216236037087, Pos_Z, 0.0007877909064707186, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.998166095331292, 0.06053466883597086, BFz, 0.0, -0.06053466883597087, -0.9981660953312923
Time, 0.026, Pos_X, -0.0006524062257999999, Pos_Y, 0.0013457699249622384, Pos_Z, 0.0009111685971263979, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9980204693882765, 0.06288992512321231, BFz, 0.0, -0.0628899251232123, -0.9980204693882767
Time, 0.028, Pos_X, -0.0007629829068, Pos_Y, 0.0015667385684343205, Pos_Z, 0.0010407439097063194, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9979022345641672, 0.06473893922393748, BFz, 0.0, -0.06473893922393746, -0.9979022345641674
Time, 0.03, Pos_X, -0.0008838402004, Pos_Y, 0.0018052067709611616, Pos_Z, 0.0011758478354255198, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9978146759062358, 0.0660747496864895, BFz, 0.0, -0.06607474968648949, -0.997814675906236
Time, 0.032, Pos_X, -0.0010154752794000002, Pos_Y, 0.00206121677537468, Pos_Z, 0.001315793640465668, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9977603444418927, 0.0668901716188117, BFz, 0.0, -0.06689017161881167, -0.9977603444418928
Time, 0.034, Pos_X, -0.0011584271858000002, Pos_Y, 0.002334768828905587, Pos_Z, 0.0014598819656336346, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9977409983050993, 0.06717812367982905, BFz, 0.0, -0.06717812367982903, -0.9977409983050994
Time, 0.036, Pos_X, -0.0013132751225999998, Pos_Y, 0.0026258159457407744, Pos_Z, 0.0016074063704073665, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.997757529306956, 0.06693215005718306, BFz, 0.0, -0.06693215005718305, -0.9977575293069562
Time, 0.038, Pos_X, -0.0014806360226, Pos_Y, 0.0029342587409114987, Pos_Z, 0.0017576592292564929, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9978098958791913, 0.06614689475368965, BFz, 0.0, -0.06614689475368964, -0.9978098958791914
Time, 0.04, Pos_X, -0.0016611611390000003, Pos_Y, 0.0032599407006598463, Pos_Z, 0.0019099388703828267, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9978970500242959, 0.0648188055490567, BFz, 0.0, -0.0648188055490567, -0.997897050024296
Time, 0.042, Pos_X, -0.0018555327394000004, Pos_Y, 0.00360264330457989, Pos_Z, 0.0020635570716441196, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9980168938161049, 0.06294664135322907, BFz, 0.0, -0.06294664135322908, -0.998016893816105
Time, 0.044, Pos_X, -0.0020644639902, Pos_Y, 0.003962080402134979, Pos_Z, 0.002217843783212872, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9981662683010377, 0.06053181664198527, BFz, 0.0, -0.06053181664198527, -0.9981662683010378
Time, 0.046, Pos_X, -0.0022887004360000003, Pos_Y, 0.0043378933718710875, Pos_Z, 0.0023721490667260882, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9983409631757635, 0.057578826362534724, BFz, 0.0, -0.05757882636253472, -0.9983409631757636
Time, 0.048, Pos_X, -0.0025290177776000006, Pos_Y, 0.004729648981949757, Pos_Z, 0.002525844294780858, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9985358007356193, 0.05409486712502319, BFz, 0.0, -0.05409486712502318, -0.9985358007356194
Time, 0.05, Pos_X, -0.0027862163718000007, Pos_Y, 0.005136839566653724, Pos_Z, 0.0026783245908034207, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9987447576313727, 0.050089011807472085, BFz, 0.0, -0.05008901180747207, -0.9987447576313728
Time, 0.052, Pos_X, -0.0030611172926, Pos_Y, 0.005558882715164686, Pos_Z, 0.0028290138058784504, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9989610756604952, 0.045571584515188564, BFz, 0.0, -0.04557158451518854, -0.9989610756604953
Time, 0.054, Pos_X, -0.0033545609514000004, Pos_Y, 0.005995119697204086, Pos_Z, 0.0029773708430272305, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.99917737582085, 0.040553318578859195, BFz, 0.0, -0.04055331857885917, -0.9991773758208501
Time, 0.056, Pos_X, -0.0036674091992000006, Pos_Y, 0.006444814953764579, Pos_Z, 0.0031228890461045423, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9993857433982376, 0.03504476982875647, BFz, 0.0, -0.03504476982875645, -0.9993857433982376
Time, 0.058, Pos_X, -0.004000541953000001, Pos_Y, 0.00690715528107571, Pos_Z, 0.003265101701248861, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9995777919204787, 0.029055772221349196, BFz, 0.0, -0.029055772221349172, -0.9995777919204786
Time, 0.06, Pos_X, -0.0043548478997999995, Pos_Y, 0.0073812502244248734, Pos_Z, 0.0034035941926050827, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9997447028099312, 0.022594893305366997, BFz, 0.0, -0.022594893305366973, -0.9997447028099311
Time, 0.062, Pos_X, -0.0047312177932, Pos_Y, 0.007866135692915676, Pos_Z, 0.0035380082136842743, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9998772287688329, 0.01566931362753249, BFz, 0.0, -0.015669313627532457, -0.9998772287688328
Time, 0.064, Pos_X, -0.0051305437564, Pos_Y, 0.008360774334174407, Pos_Z, 0.0036680425394274288, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999656789963645, 0.008284976121800243, BFz, 0.0, -0.008284976121800213, -0.9999656789963642
Time, 0.066, Pos_X, -0.005553727314000001, Pos_Y, 0.008864051941980238, Pos_Z, 0.0037934537294390617, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999999000967056, 0.00044699729111450715, BFz, 0.0, -0.0004469972911144786, -0.9999999000967054
Time, 0.068, Pos_X, -0.006001682870000001, Pos_Y, 0.009374776996475683, Pos_Z, 0.003914060663197909, BFx, 1.0, 0.0, 0.0,                             BFy, 0.0, -0.9999692691692426, -0.007839688586298448, BFz, 0.0, 0.007839688586298476, -0.9999692691692424
